Cf,N_features,N_trees,R2_tr,R2_vl,MSE_tr,MSE_vl
1.315714286,26,1000,0.714166167,0.053876628,19.399834,65.40235077
2.631428571,38,800,0.716247225,0.058596666,18.71480058,65.40237157
1.127755102,26,700,0.713627991,0.053714598,19.47058719,65.40369817
0,34,500,0.717519047,0.05372743,19.28254181,65.40402597
0.187959184,34,500,0.717519047,0.05372743,19.2822397,65.40402597
0.375918367,34,500,0.717519047,0.05372743,19.27971762,65.40402597
0.751836735,26,700,0.713627991,0.053714598,19.52413696,65.4046115
0.939795918,26,700,0.713627991,0.053714598,19.50144163,65.4046115
0.375918367,26,700,0.713627991,0.053714598,19.54544285,65.40487446
0.563877551,26,700,0.713627991,0.053714598,19.53797521,65.40487446
0,26,700,0.713627991,0.053714598,19.54815068,65.40491293
0.187959184,26,700,0.713627991,0.053714598,19.54786019,65.40491293
1.127755102,27,800,0.71308849,0.053667124,19.51163917,65.40662491
1.503673469,37,400,0.714594968,0.054018474,19.31637925,65.40692093
0.939795918,27,800,0.71308849,0.053667124,19.54065679,65.40724341
0.751836735,27,800,0.71308849,0.053667124,19.56045004,65.40781384
0.375918367,27,800,0.71308849,0.053667124,19.5822863,65.40817677
0.563877551,27,800,0.71308849,0.053667124,19.5751239,65.40817677
0,27,800,0.71308849,0.053667124,19.58497776,65.40819415
0.187959184,27,800,0.71308849,0.053667124,19.58469614,65.40819415
0.563877551,34,500,0.717519047,0.05372743,19.27245808,65.40842958
1.127755102,34,700,0.719139116,0.053615674,19.09736327,65.41023296
1.879591837,40,800,0.716875249,0.055396377,19.03664812,65.41066908
1.503673469,26,1000,0.714166167,0.053876628,19.34838523,65.41094382
0.939795918,34,700,0.719139116,0.053615674,19.12495875,65.41109667
0.563877551,34,700,0.719139116,0.053615674,19.16252982,65.41168213
0.751836735,34,700,0.719139116,0.053615674,19.14849622,65.41168213
0,34,700,0.719139116,0.053615674,19.17195365,65.41175026
0.187959184,34,700,0.719139116,0.053615674,19.17169049,65.41175026
0.375918367,34,700,0.719139116,0.053615674,19.16916534,65.41175026
0.751836735,34,500,0.717519047,0.05372743,19.25849454,65.41360845
1.879591837,35,600,0.711900364,0.055163484,19.37218757,65.41384401
