Cf,N_features,N_trees,R2_tr,R2_vl,MSE_tr,MSE_vl
0.375918367,29,800,0.713896454,0.050080813,19.52697378,65.65607112
3.007346939,36,600,0.717891205,0.062500116,18.37630951,65.65656723
1.503673469,29,800,0.713896454,0.050080813,19.36825782,65.65724722
1.503673469,25,300,0.707742315,0.050248899,19.79057966,65.6576105
2.631428571,37,400,0.714594968,0.054018474,18.81159942,65.65789472
2.443469388,26,800,0.716215747,0.054591733,18.80004357,65.65798988
3.383265306,40,600,0.709852783,0.064463997,18.72135761,65.65834525
1.127755102,40,700,0.719050238,0.050008622,19.10216312,65.65844517
2.255510204,31,900,0.712737804,0.05322621,19.13697652,65.65894817
1.879591837,38,900,0.714913759,0.052609662,19.15583427,65.65936171
2.255510204,35,900,0.71564556,0.054065639,18.94979171,65.65951129
1.691632653,30,400,0.714765529,0.051046051,19.24554975,65.65975137
2.443469388,36,400,0.711134142,0.052715787,19.16129454,65.66025345
1.315714286,25,300,0.707742315,0.050248899,19.84023921,65.66032726
0.939795918,40,700,0.719050238,0.050008622,19.13233423,65.66049093
1.503673469,28,300,0.715101186,0.050639715,19.28848308,65.66050437
1.503673469,19,600,0.710192409,0.050419203,19.62190482,65.66051429
1.315714286,29,800,0.713896454,0.050080813,19.41828484,65.66054444
1.691632653,27,900,0.712902633,0.051181774,19.37941797,65.66073288
0.751836735,40,700,0.719050238,0.050008622,19.1548527,65.66090639
0.375918367,40,700,0.719050238,0.050008622,19.17548644,65.66102638
0.563877551,40,700,0.719050238,0.050008622,19.16831651,65.66102638
0,40,700,0.719050238,0.050008622,19.17802055,65.66106085
0.187959184,40,700,0.719050238,0.050008622,19.17772546,65.66106085
0.751836735,30,100,0.705866082,0.05010269,20.05366888,65.66131017
2.06755102,31,1000,0.716127602,0.052827108,18.99092637,65.66154844
2.819387755,36,900,0.716840125,0.056184871,18.53070006,65.66167904
1.691632653,25,800,0.714512454,0.050450807,19.26199328,65.66225802
1.127755102,29,800,0.713896454,0.050080813,19.45615062,65.66259727
1.503673469,36,500,0.715549934,0.05037009,19.2514625,65.66302011
0.939795918,29,800,0.713896454,0.050080813,19.48478676,65.66356303
1.879591837,37,800,0.719243861,0.051793956,18.869367,65.66386298
2.06755102,25,1000,0.714521279,0.051792746,19.11046831,65.6652612
1.691632653,34,300,0.710882765,0.051348399,19.51015661,65.66597485
1.503673469,32,600,0.715881207,0.050321972,19.22856404,65.66625307
1.315714286,40,700,0.719050238,0.050008622,19.06101077,65.66696252
1.879591837,34,600,0.713056908,0.052205802,19.2914166,65.66733418
0,22,1000,0.718427335,0.049917761,19.22054078,65.66734088
0.187959184,22,1000,0.718427335,0.049917761,19.22027594,65.66734088
0.375918367,22,1000,0.718427335,0.049917761,19.21807839,65.66734088
0.563877551,22,1000,0.718427335,0.049917761,19.21090488,65.66734088
2.443469388,40,500,0.718426532,0.054407345,18.67119063,65.66738707
1.879591837,35,700,0.715563529,0.05210572,19.13345456,65.66796431
0.375918367,33,100,0.710234811,0.049902383,19.77590465,65.66837298
0,33,100,0.710234811,0.049902383,19.77977385,65.6684038
0.187959184,33,100,0.710234811,0.049902383,19.77907032,65.6684038
1.691632653,37,600,0.714599688,0.051738541,19.258923,65.6691974
2.255510204,33,700,0.715410433,0.053068133,18.9659896,65.66924632
3.007346939,40,300,0.717477488,0.056978387,18.41477654,65.66925187
0.939795918,40,200,0.711279064,0.050122714,19.66543325,65.66941702
0.939795918,30,100,0.705866082,0.05010269,20.03433885,65.66958528
1.879591837,38,600,0.718111756,0.051626753,18.94316304,65.66978214
1.315714286,22,1000,0.718427335,0.049917761,19.10299422,65.67078364
2.06755102,33,600,0.716941793,0.052732183,18.94022843,65.6718565
1.127755102,22,1000,0.718427335,0.049917761,19.14458122,65.67205667
1.691632653,19,600,0.710192409,0.050419203,19.57010929,65.67208793
1.879591837,37,600,0.714599688,0.051738541,19.19464441,65.67218858
2.06755102,38,600,0.718111756,0.051626753,18.86414676,65.6726072
0.939795918,22,1000,0.718427335,0.049917761,19.17516727,65.67261276
0.751836735,33,100,0.710234811,0.049902383,19.75539561,65.6730224
0.751836735,22,1000,0.718427335,0.049917761,19.19712804,65.67303519
0.563877551,33,100,0.710234811,0.049902383,19.76792613,65.67324793
1.879591837,38,400,0.717467555,0.051517287,18.98497683,65.67381133
1.503673469,39,800,0.713011154,0.05035796,19.42753247,65.67487335
0,29,300,0.713346734,0.049805009,19.56734965,65.67513406
0.187959184,29,300,0.713346734,0.049805009,19.5669752,65.67513406
0.375918367,29,300,0.713346734,0.049805009,19.56448942,65.67513406
1.879591837,32,700,0.713106406,0.051585917,19.29252041,65.67585195
1.691632653,32,800,0.713809839,0.05063978,19.31501956,65.67591355
1.127755102,40,200,0.711279064,0.050122714,19.63535839,65.67696394
1.127755102,29,300,0.713346734,0.049805009,19.49400725,65.67769151
0.939795918,29,300,0.713346734,0.049805009,19.52217773,65.67853256
1.315714286,31,600,0.710321909,0.05046876,19.65977373,65.67854966
2.819387755,36,1000,0.715604862,0.057741051,18.64155863,65.67877507
0.751836735,29,300,0.713346734,0.049805009,19.5443588,65.67920977
0.563877551,29,300,0.713346734,0.049805009,19.55796448,65.67959712
2.06755102,30,400,0.714765529,0.051046051,19.09725678,65.68002535
2.631428571,30,500,0.715161918,0.055364884,18.78664882,65.6804212
2.443469388,35,500,0.711938586,0.053431279,19.10515526,65.68045141
1.691632653,29,800,0.713896454,0.050080813,19.30825657,65.68048268
2.255510204,37,200,0.713164559,0.054969131,19.11700576,65.68157953
1.879591837,40,100,0.706235822,0.052112287,19.77823128,65.68229964
2.06755102,25,800,0.714512454,0.050450807,19.10474104,65.68389741
1.879591837,25,800,0.714512454,0.050450807,19.18792448,65.68476778
1.127755102,29,700,0.717319065,0.049615061,19.22098286,65.68583678
1.127755102,30,100,0.705866082,0.05010269,20.00635367,65.6863212
2.819387755,40,300,0.717477488,0.056978387,18.51492906,65.68647832
0.939795918,29,700,0.717319065,0.049615061,19.25247698,65.6870505
0.751836735,29,700,0.717319065,0.049615061,19.27210358,65.68804258
1.127755102,33,100,0.710234811,0.049902383,19.70847301,65.68818288
0.563877551,29,700,0.717319065,0.049615061,19.2866064,65.68818644
0,29,700,0.717319065,0.049615061,19.29619283,65.68826281
0.187959184,29,700,0.717319065,0.049615061,19.29589238,65.68826281
0.375918367,29,700,0.717319065,0.049615061,19.2934845,65.68826281
2.255510204,31,1000,0.716127602,0.052827108,18.91003929,65.68841227
2.06755102,35,700,0.715563529,0.05210572,19.05589315,65.68867107
0.939795918,33,100,0.710234811,0.049902383,19.73703712,65.6890576
1.503673469,22,1000,0.718427335,0.049917761,19.05269228,65.69130086
2.443469388,37,400,0.714594968,0.054018474,18.92058097,65.69238691
1.879591837,27,900,0.712902633,0.051181774,19.3131603,65.69248616
2.819387755,33,300,0.712001754,0.057493758,18.92032126,65.69310088
2.06755102,33,800,0.716092756,0.052013412,19.00681311,65.69313291
1.691632653,30,700,0.710056868,0.050827629,19.56249276,65.69441113
1.315714286,33,100,0.710234811,0.049902383,19.67108489,65.69477381
0.751836735,35,200,0.713318088,0.049500321,19.5465996,65.6957856
0.563877551,35,200,0.713318088,0.049500321,19.55949774,65.69604082
0,35,200,0.713318088,0.049500321,19.5693051,65.69619333
0.187959184,35,200,0.713318088,0.049500321,19.56885505,65.69619333
0.375918367,35,200,0.713318088,0.049500321,19.56617239,65.69619333
1.315714286,30,100,0.705866082,0.05010269,19.97337582,65.69620937
0,21,600,0.712952724,0.049498587,19.59424531,65.69631316
0.187959184,21,600,0.712952724,0.049498587,19.59393268,65.69631316
0.375918367,21,600,0.712952724,0.049498587,19.5915016,65.69631316
0.563877551,21,600,0.712952724,0.049498587,19.58476732,65.69631316
0.751836735,21,600,0.712952724,0.049498587,19.57070163,65.69631316
2.255510204,26,1000,0.714166167,0.053876628,19.03582359,65.69764107
2.255510204,26,700,0.713627991,0.053714598,19.08109511,65.69861582
2.443469388,37,200,0.713164559,0.054969131,19.03655894,65.69994687
2.631428571,35,1000,0.719886392,0.055450023,18.44966727,65.7013374
2.255510204,25,1000,0.714521279,0.051792746,19.02359462,65.70155315
1.503673469,40,700,0.719050238,0.050008622,19.01163145,65.70218545
2.819387755,32,900,0.714176669,0.056371007,18.72221683,65.70237199
2.255510204,31,700,0.715998992,0.053188549,18.90837781,65.70290254
0.939795918,35,200,0.713318088,0.049500321,19.52424523,65.70292797
1.127755102,21,600,0.712952724,0.049498587,19.51972696,65.7035784
0.939795918,21,600,0.712952724,0.049498587,19.5486385,65.70391857
3.383265306,34,900,0.720926848,0.061502864,17.88644035,65.70414658
1.315714286,40,200,0.711279064,0.050122714,19.59512668,65.7055173
3.195306122,38,200,0.715051213,0.05987299,18.44780348,65.70624385
2.06755102,38,1000,0.710549794,0.051818038,19.39407663,65.70746342
1.127755102,25,700,0.715952579,0.04929954,19.31429926,65.7076606
2.06755102,37,800,0.719243861,0.051793956,18.79065898,65.70851837
3.007346939,39,900,0.715137173,0.057309016,18.53617568,65.7090838
2.255510204,34,200,0.710723645,0.052416222,19.29132039,65.7092114
1.691632653,28,300,0.715101186,0.050639715,19.22704661,65.70931435
0.939795918,25,700,0.715952579,0.04929954,19.3439449,65.70948338
0.751836735,25,700,0.715952579,0.04929954,19.36576145,65.70989282
0.563877551,25,700,0.715952579,0.04929954,19.37962377,65.71002609
0,25,700,0.715952579,0.04929954,19.38947106,65.71007082
0.187959184,25,700,0.715952579,0.04929954,19.38918555,65.71007082
0.375918367,25,700,0.715952579,0.04929954,19.38685914,65.71007082
1.315714286,29,300,0.713346734,0.049805009,19.4542409,65.71182523
2.255510204,33,600,0.716941793,0.052732183,18.8388404,65.71191468
1.879591837,28,300,0.715101186,0.050639715,19.15344532,65.71195536
1.691632653,32,600,0.715881207,0.050321972,19.17000251,65.71203991
1.691632653,39,800,0.713011154,0.05035796,19.36772641,65.71219688
3.007346939,38,500,0.716040432,0.057852752,18.51616807,65.71232988
1.503673469,31,500,0.712874522,0.049132158,19.43700843,65.71279281
2.06755102,27,900,0.712902633,0.051181774,19.22275049,65.71375605
1.879591837,34,300,0.710882765,0.051348399,19.43506662,65.71376246
2.631428571,35,600,0.711900364,0.055163484,18.99039261,65.71426054
3.195306122,38,500,0.716040432,0.057852752,18.37587286,65.71442862
1.315714286,21,600,0.712952724,0.049498587,19.48103057,65.71495593
1.691632653,22,1000,0.718427335,0.049917761,18.98909451,65.71505378
1.315714286,25,700,0.715952579,0.04929954,19.27385221,65.71578013
2.255510204,33,200,0.714776178,0.053402777,19.005315,65.71589898
3.57122449,36,600,0.717891205,0.062500116,17.99918745,65.71596581
2.255510204,39,700,0.715018825,0.054054465,18.98869499,65.71768582
1.315714286,31,500,0.712874522,0.049132158,19.48623719,65.71770266
1.691632653,36,500,0.715549934,0.05037009,19.19344757,65.71807516
1.691632653,38,300,0.714758494,0.050918867,19.24471132,65.71848967
0.939795918,33,1000,0.716439052,0.049172815,19.31088556,65.71864497
3.007346939,39,500,0.712237647,0.059758876,18.78760938,65.71870742
0,33,1000,0.716439052,0.049172815,19.35626375,65.71882971
0.187959184,33,1000,0.716439052,0.049172815,19.35596677,65.71882971
0.375918367,33,1000,0.716439052,0.049172815,19.35355195,65.71882971
0.563877551,33,1000,0.716439052,0.049172815,19.34641513,65.71882971
0.751836735,33,1000,0.716439052,0.049172815,19.33227968,65.71882971
1.127755102,35,200,0.713318088,0.049500321,19.49478081,65.71987741
1.691632653,25,400,0.712406444,0.05065068,19.40256546,65.72031548
1.127755102,31,500,0.712874522,0.049132158,19.52500857,65.72048148
1.315714286,29,700,0.717319065,0.049615061,19.18258069,65.72055851
2.631428571,37,1000,0.715689466,0.056403599,18.725894,65.72094053
0.939795918,31,500,0.712874522,0.049132158,19.55498209,65.7213907
0.751836735,31,500,0.712874522,0.049132158,19.5761161,65.7215479
0,31,500,0.712874522,0.049132158,19.59958351,65.72163983
0.187959184,31,500,0.712874522,0.049132158,19.59925309,65.72163983
0.375918367,31,500,0.712874522,0.049132158,19.59679495,65.72163983
0.563877551,31,500,0.712874522,0.049132158,19.59023081,65.72163983
2.631428571,29,1000,0.719604621,0.053508921,18.45672413,65.72196444
1.503673469,29,300,0.713346734,0.049805009,19.40896759,65.72215942
2.06755102,29,400,0.713924538,0.051044076,19.15652916,65.72241344
2.255510204,22,600,0.712224293,0.052884009,19.17551661,65.7239831
1.691632653,25,300,0.707742315,0.050248899,19.73458464,65.72425361
0.751836735,20,200,0.711017448,0.049091474,19.70414419,65.72435146
0.939795918,20,200,0.711017448,0.049091474,19.68281741,65.72435146
0,20,200,0.711017448,0.049091474,19.72634997,65.72445186
0.187959184,20,200,0.711017448,0.049091474,19.72590365,65.72445186
0.375918367,20,200,0.711017448,0.049091474,19.72326462,65.72445186
0.563877551,20,200,0.711017448,0.049091474,19.71645841,65.72445186
2.443469388,39,200,0.714016395,0.053787232,18.983755,65.72610404
1.879591837,30,700,0.710056868,0.050827629,19.49749536,65.72637801
1.127755102,33,1000,0.716439052,0.049172815,19.2807243,65.72737876
1.691632653,29,300,0.713346734,0.049805009,19.34589439,65.7274165
1.879591837,32,800,0.713809839,0.05063978,19.24090429,65.72752444
1.315714286,35,200,0.713318088,0.049500321,19.45475006,65.72846618
2.06755102,38,900,0.714913759,0.052609662,19.07659809,65.72906884
1.503673469,29,700,0.717319065,0.049615061,19.13274934,65.72958181
1.315714286,20,200,0.711017448,0.049091474,19.61615522,65.72968327
2.443469388,33,400,0.710510254,0.054273864,19.20468646,65.73036801
2.255510204,35,400,0.71888908,0.051898985,18.73596806,65.73047088
1.879591837,19,600,0.710192409,0.050419203,19.49033699,65.73061591
1.503673469,30,100,0.705866082,0.05010269,19.92737051,65.73140362
1.127755102,20,200,0.711017448,0.049091474,19.65391382,65.73178031
3.007346939,37,900,0.714910728,0.056393645,18.56717188,65.73258599
1.879591837,32,300,0.715805084,0.051263338,19.11264057,65.73307011
1.691632653,31,500,0.712874522,0.049132158,19.37876843,65.73350172
2.631428571,34,500,0.717519047,0.05372743,18.62555765,65.73527779
1.691632653,40,700,0.719050238,0.050008622,18.950497,65.73533501
2.255510204,34,1000,0.710902243,0.053407135,19.27312172,65.73663082
2.06755102,37,600,0.714599688,0.051738541,19.11147067,65.73760496
1.879591837,26,300,0.713916258,0.051216411,19.2388485,65.738131
1.503673469,31,600,0.710321909,0.05046876,19.61466199,65.73865478
1.315714286,33,1000,0.716439052,0.049172815,19.24183088,65.73867748
2.06755102,26,300,0.713916258,0.051216411,19.16320014,65.73984551
1.879591837,25,400,0.712406444,0.05065068,19.33626349,65.74000895
2.255510204,40,100,0.706235822,0.052112287,19.60504591,65.74058293
0,32,1000,0.712624422,0.048852084,19.6166557,65.74099789
0.187959184,32,1000,0.712624422,0.048852084,19.61637669,65.74099789
0.375918367,32,1000,0.712624422,0.048852084,19.61375459,65.74099789
0.563877551,32,1000,0.712624422,0.048852084,19.60620631,65.74099789
2.06755102,30,700,0.710056868,0.050827629,19.41695748,65.74178222
2.443469388,40,900,0.711173481,0.055498336,19.16264223,65.74261687
2.06755102,40,100,0.706235822,0.052112287,19.69295683,65.74307526
2.819387755,35,1000,0.719886392,0.055450023,18.32853774,65.74402787
0.563877551,39,1000,0.714570782,0.048777494,19.47400062,65.74604308
0.375918367,39,1000,0.714570782,0.048777494,19.48103918,65.74612714
0,39,1000,0.714570782,0.048777494,19.48379449,65.74615335
0.187959184,39,1000,0.714570782,0.048777494,19.48349183,65.74615335
2.255510204,34,300,0.710882765,0.051348399,19.27421378,65.74677646
0.939795918,35,800,0.706926408,0.048750955,19.96128818,65.74707633
0.563877551,38,700,0.713776254,0.048757217,19.52775597,65.74743125
0,38,700,0.713776254,0.048757217,19.53803001,65.74755483
0.187959184,38,700,0.713776254,0.048757217,19.53772855,65.74755483
0.375918367,38,700,0.713776254,0.048757217,19.53521336,65.74755483
0.751836735,32,1000,0.712624422,0.048852084,19.59359204,65.74757446
1.879591837,29,800,0.713896454,0.050080813,19.23684575,65.74766864
2.06755102,34,600,0.713056908,0.052205802,19.20653372,65.74770883
0.751836735,35,800,0.706926408,0.048750955,19.98095901,65.74787929
0,35,800,0.706926408,0.048750955,20.00561004,65.74798765
0.187959184,35,800,0.706926408,0.048750955,20.0052955,65.74798765
0.375918367,35,800,0.706926408,0.048750955,20.00263255,65.74798765
0.563877551,35,800,0.706926408,0.048750955,19.99542407,65.74798765
1.503673469,25,700,0.715952579,0.04929954,19.22499584,65.75021694
1.127755102,39,1000,0.714570782,0.048777494,19.40931615,65.75044613
0.751836735,28,700,0.712566352,0.048709534,19.59665831,65.75053317
0.939795918,39,1000,0.714570782,0.048777494,19.43814056,65.75077423
0.563877551,28,700,0.712566352,0.048709534,19.61083198,65.7507944
0,28,700,0.712566352,0.048709534,19.62061963,65.75085061
0.187959184,28,700,0.712566352,0.048709534,19.62029903,65.75085061
0.375918367,28,700,0.712566352,0.048709534,19.6179334,65.75085061
0.751836735,39,1000,0.714570782,0.048777494,19.45966153,65.75100002
1.315714286,32,1000,0.712624422,0.048852084,19.49926045,65.75247763
0.751836735,38,700,0.713776254,0.048757217,19.51458317,65.75350186
2.255510204,38,600,0.718111756,0.051626753,18.78636906,65.75384758
1.127755102,32,1000,0.712624422,0.048852084,19.53945786,65.75413837
2.443469388,27,800,0.71308849,0.053667124,19.01939117,65.75440452
0.939795918,32,1000,0.712624422,0.048852084,19.57122616,65.75443819
0.751836735,36,300,0.712367274,0.048649988,19.61233362,65.75454246
0.563877551,36,300,0.712367274,0.048649988,19.62448242,65.75489365
0,36,300,0.712367274,0.048649988,19.63420898,65.75496627
0.187959184,36,300,0.712367274,0.048649988,19.63379458,65.75496627
0.375918367,36,300,0.712367274,0.048649988,19.6314011,65.75496627
1.503673469,39,1000,0.714570782,0.048777494,19.31417679,65.75507231
2.443469388,35,900,0.71564556,0.054065639,18.8564579,65.75525912
3.007346939,36,1000,0.715604862,0.057741051,18.52536523,65.75578628
1.691632653,25,700,0.715952579,0.04929954,19.16682754,65.75585688
2.06755102,34,300,0.710882765,0.051348399,19.35962502,65.75674986
1.879591837,29,300,0.713346734,0.049805009,19.27937816,65.75703328
1.315714286,39,1000,0.714570782,0.048777494,19.36821498,65.75775193
2.443469388,40,100,0.706235822,0.052112287,19.50154034,65.75828038
1.503673469,40,200,0.711279064,0.050122714,19.55059175,65.75890828
1.879591837,25,700,0.715952579,0.04929954,19.09076864,65.75919754
1.127755102,36,300,0.712367274,0.048649988,19.56046817,65.75947364
2.631428571,35,500,0.711938586,0.053431279,19.00977191,65.75959133
2.255510204,37,600,0.714599688,0.051738541,19.02907998,65.75992849
0.563877551,37,700,0.71616892,0.048574289,19.3647482,65.76014835
2.255510204,24,900,0.712812874,0.051561729,19.14080415,65.76015265
0,37,700,0.71616892,0.048574289,19.37470332,65.76019841
0.187959184,37,700,0.71616892,0.048574289,19.37439033,65.76019841
0.375918367,37,700,0.71616892,0.048574289,19.37181345,65.76019841
2.631428571,26,800,0.716215747,0.054591733,18.69966873,65.76048646
2.06755102,38,400,0.717467555,0.051517287,18.90937022,65.76086938
0.939795918,25,500,0.711416085,0.048552281,19.65478191,65.76133805
3.57122449,40,600,0.709852783,0.064463997,18.59254381,65.76140664
0.939795918,36,300,0.712367274,0.048649988,19.59010792,65.76145104
0.751836735,25,500,0.711416085,0.048552281,19.67469947,65.76150907
0.563877551,25,500,0.711416085,0.048552281,19.68894275,65.76164546
0,25,500,0.711416085,0.048552281,19.69913846,65.76171954
0.187959184,25,500,0.711416085,0.048552281,19.69883595,65.76171954
0.375918367,25,500,0.711416085,0.048552281,19.69638011,65.76171954
1.879591837,39,800,0.713011154,0.05035796,19.30114923,65.76180944
1.503673469,32,1000,0.712624422,0.048852084,19.44713715,65.76240528
1.879591837,36,500,0.715549934,0.05037009,19.12790377,65.76329412
2.443469388,22,600,0.712224293,0.052884009,19.07853585,65.76337043
2.255510204,27,900,0.712902633,0.051181774,19.13153821,65.76419895
1.879591837,38,300,0.714758494,0.050918867,19.17339142,65.76427643
2.255510204,35,700,0.715563529,0.05210572,18.96373401,65.76453135
1.503673469,20,200,0.711017448,0.049091474,19.57014391,65.76462825
2.06755102,25,700,0.715952579,0.04929954,19.01533995,65.7650613
2.631428571,40,900,0.711173481,0.055498336,19.05333968,65.76526022
2.06755102,32,400,0.712434059,0.052516795,19.25241581,65.76616958
2.06755102,19,600,0.710192409,0.050419203,19.40514095,65.76656134
0.939795918,37,700,0.71616892,0.048574289,19.33036218,65.76683381
0.751836735,37,700,0.71616892,0.048574289,19.35121732,65.76706593
1.879591837,22,1000,0.718427335,0.049917761,18.92071518,65.76782935
2.631428571,40,100,0.706235822,0.052112287,19.40373176,65.76831777
2.06755102,39,800,0.713011154,0.05035796,19.23093666,65.76870359
1.127755102,25,500,0.711416085,0.048552281,19.6262048,65.7688544
1.503673469,33,100,0.710234811,0.049902383,19.62294091,65.76901307
2.06755102,28,300,0.715101186,0.050639715,19.06656684,65.76959451
2.06755102,32,700,0.713106406,0.051585917,19.21674186,65.77021199
2.443469388,31,1000,0.716127602,0.052827108,18.81653457,65.77119888
2.443469388,25,1000,0.714521279,0.051792746,18.92411436,65.77167837
2.06755102,38,300,0.714758494,0.050918867,19.0910499,65.77184572
2.443469388,39,300,0.714420378,0.053508053,18.95092226,65.77266622
1.879591837,40,700,0.719050238,0.050008622,18.87665924,65.77274665
1.127755102,28,700,0.712566352,0.048709534,19.54816332,65.77319533
0.939795918,28,700,0.712566352,0.048709534,19.57534235,65.77412553
2.631428571,37,200,0.713164559,0.054969131,18.92916155,65.77443846
0.939795918,40,400,0.715054419,0.048355799,19.40739528,65.7749071
1.127755102,35,800,0.706926408,0.048750955,19.93008878,65.77493066
0.751836735,40,400,0.715054419,0.048355799,19.42743243,65.77509647
0.939795918,38,700,0.713776254,0.048757217,19.49286721,65.77519825
0.563877551,40,400,0.715054419,0.048355799,19.4408881,65.77520625
0.375918367,40,400,0.715054419,0.048355799,19.44797816,65.77528685
0,40,400,0.715054419,0.048355799,19.45078073,65.77529987
0.187959184,40,400,0.715054419,0.048355799,19.45041018,65.77529987
2.255510204,37,800,0.719243861,0.051793956,18.69646229,65.77549369
2.819387755,29,1000,0.719604621,0.053508921,18.33755464,65.77612859
1.691632653,31,600,0.710321909,0.05046876,19.55933812,65.77614492
1.879591837,25,300,0.707742315,0.050248899,19.66228225,65.77618597
2.631428571,40,800,0.716875249,0.055396377,18.66368435,65.77650754
1.879591837,31,600,0.710321909,0.05046876,19.4906905,65.77710111
1.503673469,21,600,0.712952724,0.049498587,19.42938668,65.77833891
2.255510204,33,800,0.716092756,0.052013412,18.92429323,65.77840523
3.195306122,39,900,0.715137173,0.057309016,18.40875277,65.77852383
2.443469388,26,1000,0.714166167,0.053876628,18.93148903,65.77909895
1.691632653,29,700,0.717319065,0.049615061,19.07164519,65.77954783
2.06755102,31,600,0.710321909,0.05046876,19.40884539,65.78020387
1.315714286,28,700,0.712566352,0.048709534,19.50713914,65.78103141
2.443469388,39,700,0.715018825,0.054054465,18.88995144,65.78177995
3.007346939,32,900,0.714176669,0.056371007,18.60282231,65.7819114
2.631428571,33,400,0.710510254,0.054273864,19.09260714,65.78200675
1.127755102,38,700,0.713776254,0.048757217,19.46197186,65.78291059
1.691632653,20,200,0.711017448,0.049091474,19.51138264,65.78333835
1.315714286,35,800,0.706926408,0.048750955,19.89283562,65.78345373
2.819387755,37,1000,0.715689466,0.056403599,18.62815121,65.78386211
1.503673469,33,1000,0.716439052,0.049172815,19.19008404,65.78455303
1.127755102,40,400,0.715054419,0.048355799,19.37628915,65.78542907
1.503673469,36,300,0.712367274,0.048649988,19.46511509,65.78584093
2.443469388,26,700,0.713627991,0.053714598,18.97727665,65.78593282
2.06755102,32,300,0.715805084,0.051263338,19.03259843,65.78682141
2.255510204,38,900,0.714913759,0.052609662,18.98695414,65.78684154
1.691632653,28,700,0.712566352,0.048709534,19.40031715,65.78737268
1.691632653,21,600,0.712952724,0.049498587,19.36877761,65.78845032
1.879591837,21,600,0.712952724,0.049498587,19.29595365,65.78851085
1.315714286,25,500,0.711416085,0.048552281,19.58610377,65.78999831
1.503673469,35,200,0.713318088,0.049500321,19.40362932,65.79013649
1.315714286,36,300,0.712367274,0.048649988,19.51812253,65.79019283
0.375918367,29,500,0.711981652,0.048137724,19.65765511,65.79034214
0,29,500,0.711981652,0.048137724,19.66053206,65.79037264
0.187959184,29,500,0.711981652,0.048137724,19.66021628,65.79037264
1.503673469,28,700,0.712566352,0.048709534,19.45761337,65.79073266
2.443469388,37,600,0.714599688,0.051738541,18.94037115,65.79082561
0.751836735,20,300,0.710469177,0.048109093,19.74072585,65.79204234
0.563877551,20,300,0.710469177,0.048109093,19.75431687,65.79224094
0.375918367,20,300,0.710469177,0.048109093,19.76088596,65.79233
0,20,300,0.710469177,0.048109093,19.76377573,65.79235157
0.187959184,20,300,0.710469177,0.048109093,19.76343943,65.79235157
2.255510204,31,600,0.710321909,0.05046876,19.31384465,65.79252559
1.127755102,37,700,0.71616892,0.048574289,19.30064681,65.79290504
1.315714286,38,700,0.713776254,0.048757217,19.42312023,65.79299386
2.819387755,37,400,0.714594968,0.054018474,18.69411105,65.79377459
0.751836735,29,500,0.711981652,0.048137724,19.63667015,65.79505088
0.563877551,29,500,0.711981652,0.048137724,19.65066916,65.79529666
2.255510204,32,400,0.712434059,0.052516795,19.16379957,65.79768605
1.127755102,20,300,0.710469177,0.048109093,19.68759703,65.79802898
1.127755102,37,500,0.714664215,0.048006272,19.40085602,65.7983616
0.751836735,28,400,0.714980164,0.048018219,19.43254365,65.79841416
0.939795918,28,400,0.714980164,0.048018219,19.4125625,65.79841416
0,28,400,0.714980164,0.048018219,19.45584949,65.79863258
0.187959184,28,400,0.714980164,0.048018219,19.45550665,65.79863258
0.375918367,28,400,0.714980164,0.048018219,19.45302607,65.79863258
0.563877551,28,400,0.714980164,0.048018219,19.44635293,65.79863258
0.939795918,20,300,0.710469177,0.048109093,19.71785318,65.79888785
0.939795918,37,500,0.714664215,0.048006272,19.4327331,65.79896234
0.751836735,37,500,0.714664215,0.048006272,19.45366115,65.79914555
0.563877551,37,500,0.714664215,0.048006272,19.46757131,65.79941609
0,37,500,0.714664215,0.048006272,19.47741662,65.79945831
0.187959184,37,500,0.714664215,0.048006272,19.4770992,65.79945831
0.375918367,37,500,0.714664215,0.048006272,19.47468215,65.79945831
2.819387755,22,600,0.712224293,0.052884009,18.87087799,65.79994348
2.255510204,34,600,0.713056908,0.052205802,19.11752295,65.80079579
2.443469388,37,800,0.719243861,0.051793956,18.60004422,65.8010664
1.691632653,39,1000,0.714570782,0.048777494,19.25171783,65.8016655
1.315714286,37,700,0.71616892,0.048574289,19.25880198,65.80204179
1.127755102,29,500,0.711981652,0.048137724,19.58332867,65.80213957
1.879591837,31,500,0.712874522,0.049132158,19.31297543,65.80224863
1.691632653,30,100,0.705866082,0.05010269,19.87380325,65.80234389
0.939795918,29,500,0.711981652,0.048137724,19.61401737,65.80245244
2.631428571,27,500,0.711874038,0.055920042,18.99909926,65.80332583
2.255510204,29,400,0.713924538,0.051044076,19.07228424,65.80363509
1.879591837,20,200,0.711017448,0.049091474,19.44641297,65.80464988
0.563877551,22,500,0.714556544,0.047914987,19.47571376,65.80553083
3.007346939,38,800,0.716247225,0.058596666,18.50198409,65.80566636
0,22,500,0.714556544,0.047914987,19.48476639,65.80576772
0.187959184,22,500,0.714556544,0.047914987,19.48444592,65.80576772
0.375918367,22,500,0.714556544,0.047914987,19.48208709,65.80576772
0.563877551,19,1000,0.710064366,0.047908684,19.78214385,65.80614272
0,19,1000,0.710064366,0.047908684,19.7914087,65.80620335
0.187959184,19,1000,0.710064366,0.047908684,19.7911161,65.80620335
