N_features,Depth,Learning Rate,N_trees,AUC_vl,Pr_vl
18,1,0.1,1000,0.986465138,0.271702072
19,2,0.1,500,0.986560328,0.271702072
19,3,0.1,400,0.986741802,0.271702072
18,5,0.01,1000,0.986770112,0.271702072
15,3,0.1,600,0.986204698,0.271702072
22,5,0.1,300,0.986737429,0.271702072
21,6,0.01,1000,0.987073576,0.271702072
24,8,0.01,500,0.986890155,0.271702072
28,1,0.1,800,0.986463171,0.271702072
23,9,0.01,700,0.987222475,0.271702072
35,2,0.1,300,0.986791069,0.271702072
32,8,0.01,400,0.987054635,0.271702072
33,6,0.01,700,0.987032343,0.271702072
13,6,0.1,400,0.985816839,0.271702072
31,9,0.01,600,0.987130406,0.271702072
20,5,0.1,900,0.985886694,0.271630834
20,5,0.01,1000,0.986834177,0.271630834
20,6,0.01,700,0.986795603,0.271630834
17,7,0.01,900,0.986877154,0.271630834
23,6,0.01,900,0.986839894,0.271630834
24,8,0.01,800,0.986978469,0.271630834
31,5,0.1,500,0.986447024,0.271630834
27,9,0.01,800,0.987351672,0.271630834
27,10,0.01,600,0.987065148,0.271630834
29,10,0.01,600,0.987125912,0.271630834
31,10,0.01,500,0.986997138,0.271630834
20,1,0.1,1000,0.986463536,0.271559633
20,2,0.1,300,0.986818527,0.271559633
11,2,0.1,700,0.986458009,0.271559633
22,6,0.1,100,0.986748711,0.271559633
14,10,0.01,900,0.986648574,0.271559633
20,9,0.01,700,0.986714504,0.271559633
26,5,0.01,800,0.986958705,0.271559633
30,7,0.1,200,0.986181223,0.271559633
31,5,0.01,900,0.987037894,0.271559633
32,5,0.01,900,0.986930468,0.271559633
35,3,0.1,200,0.986750109,0.271559633
30,10,0.01,400,0.987105012,0.271559633
35,10,0.01,300,0.986726181,0.27148847
22,4,0.1,700,0.98634138,0.27148847
20,8,0.01,800,0.986761581,0.27148847
23,6,0.01,700,0.986877266,0.27148847
31,4,0.1,100,0.986930346,0.27148847
34,9,0.1,100,0.986719661,0.27148847
30,10,0.01,900,0.986855013,0.27148847
19,1,0.1,1000,0.986293422,0.271417343
16,2,0.1,500,0.98655559,0.271417343
16,5,0.1,200,0.98620949,0.271417343
26,9,0.01,400,0.986859303,0.271417343
31,4,0.1,500,0.986181326,0.271417343
29,7,0.01,600,0.986952964,0.271417343
34,2,0.1,400,0.98672995,0.271417343
34,4,0.1,1000,0.986020775,0.271417343
35,6,0.1,400,0.985995031,0.271417343
30,10,0.01,1000,0.986806135,0.271417343
23,5,0.1,400,0.98667071,0.271346255
25,1,0.1,900,0.986255281,0.271346255
29,8,0.1,100,0.986476308,0.271346255
28,4,0.1,800,0.986517648,0.271346255
27,9,0.01,500,0.987003575,0.271346255
28,9,0.01,500,0.986926558,0.271346255
11,3,0.1,800,0.986296577,0.271275203
19,9,0.01,500,0.986768125,0.271275203
23,5,0.01,1000,0.98688472,0.271275203
27,5,0.1,100,0.986767458,0.271275203
21,10,0.01,400,0.986745079,0.271275203
10,4,0.1,900,0.986308731,0.271275203
19,10,0.01,700,0.986882271,0.271275203
21,10,0.01,600,0.98695625,0.271275203
29,2,0.1,400,0.986871228,0.271275203
28,6,0.01,700,0.986957599,0.271275203
12,3,0.1,400,0.986544113,0.271275203
34,1,0.1,800,0.986206963,0.271275203
33,5,0.01,800,0.986955919,0.271275203
33,10,0.01,400,0.987060122,0.271275203
14,5,0.1,400,0.986195067,0.271204188
17,2,0.1,700,0.986706212,0.271204188
21,6,0.1,200,0.986473133,0.271204188
19,6,0.01,1000,0.986899669,0.271204188
24,4,0.1,300,0.985540531,0.271204188
25,2,0.1,600,0.986749149,0.271204188
23,6,0.01,800,0.986982175,0.271204188
28,3,0.1,400,0.98666046,0.271204188
18,9,0.01,600,0.986951732,0.271133211
26,5,0.1,500,0.985605765,0.271133211
27,3,0.1,400,0.986450944,0.271133211
26,7,0.01,600,0.987127991,0.271133211
32,1,0.1,1000,0.986222379,0.271133211
29,6,0.1,600,0.985460251,0.271133211
27,8,0.01,800,0.987051445,0.271133211
12,5,0.1,1000,0.985803332,0.271133211
31,5,0.01,800,0.986985885,0.271133211
29,9,0.01,400,0.986949132,0.271133211
16,5,0.1,600,0.985543915,0.271062271
17,10,0.01,800,0.986765983,0.271062271
30,6,0.01,800,0.987322027,0.271062271
33,1,0.1,800,0.986415919,0.271062271
16,5,0.01,1000,0.986536751,0.270991368
16,8,0.01,900,0.986895243,0.270991368
26,8,0.1,100,0.986765759,0.270991368
24,5,0.01,800,0.986729331,0.270991368
27,4,0.1,900,0.985291471,0.270991368
27,5,0.1,700,0.985768813,0.270991368
23,10,0.01,600,0.987015934,0.270991368
30,8,0.01,400,0.986810322,0.270991368
34,4,0.1,200,0.986938429,0.270991368
13,5,0.1,300,0.986472091,0.270991368
14,4,0.1,200,0.986576489,0.270920502
18,3,0.1,700,0.986930842,0.270920502
16,4,0.1,700,0.986343215,0.270920502
20,5,0.1,400,0.985606549,0.270920502
21,4,0.1,800,0.986432655,0.270920502
21,8,0.01,600,0.986931295,0.270920502
26,1,0.1,1000,0.986501541,0.270920502
26,6,0.1,200,0.985788178,0.270920502
21,9,0.01,500,0.986644289,0.270920502
27,6,0.1,100,0.987089304,0.270920502
25,8,0.01,900,0.986933043,0.270920502
27,7,0.01,600,0.986987857,0.270920502
30,6,0.01,700,0.987185916,0.270920502
27,8,0.01,900,0.987170719,0.270920502
34,7,0.01,500,0.987061413,0.270920502
21,5,0.1,300,0.986399665,0.270849673
19,9,0.01,700,0.986762788,0.270849673
24,8,0.01,400,0.986705516,0.270849673
25,7,0.01,800,0.986970576,0.270849673
31,2,0.1,300,0.986670247,0.270849673
16,1,0.1,1000,0.986204679,0.270778881
18,9,0.01,500,0.986770092,0.270778881
22,1,0.1,800,0.986334158,0.270778881
27,3,0.1,500,0.986538951,0.270778881
30,6,0.1,100,0.986425015,0.270778881
34,8,0.1,100,0.986085191,0.270778881
34,6,0.01,600,0.986956231,0.270778881
18,9,0.01,900,0.986703183,0.270708126
11,4,0.1,700,0.986262667,0.270708126
22,6,0.1,500,0.985554403,0.270708126
30,4,0.1,100,0.986613462,0.270708126
31,9,0.01,400,0.987039433,0.270708126
29,8,0.01,800,0.987218832,0.270708126
13,2,0.1,1000,0.986139216,0.270708126
27,10,0.01,700,0.98716993,0.270708126
35,7,0.01,300,0.986286644,0.270708126
35,5,0.01,600,0.986771285,0.270708126
34,9,0.01,300,0.986847524,0.270708126
12,10,0.01,800,0.986563283,0.270708126
19,1,0.1,700,0.986170009,0.270637409
20,1,0.1,600,0.986399836,0.270637409
11,1,0.1,900,0.986029034,0.270637409
30,5,0.1,100,0.986633762,0.270637409
29,5,0.01,700,0.986962376,0.270637409
32,9,0.01,300,0.986769581,0.270637409
16,2,0.1,800,0.986551539,0.270566728
18,10,0.01,500,0.986855602,0.270566728
21,3,0.1,800,0.986092403,0.270566728
11,4,0.1,800,0.985962149,0.270566728
