N_features,Depth,Learning_rate,N_trees,R2_tr,R2_vl,MSE_tr,MSE_vl
35,7,0.01,200,-2.687258807,-2.661719527,14.79172489,14.80912867
24,2,0.1,1000,-2.695977495,-2.661878714,14.82670059,14.80977247
34,3,0.1,200,-2.696344211,-2.662199196,14.8281717,14.8110686
35,2,0.1,500,-2.705658111,-2.662366354,14.86553513,14.81174464
15,5,0.01,900,-2.692075468,-2.662896036,14.8110473,14.81388684
31,3,0.1,200,-2.69701995,-2.663099637,14.83088248,14.81471026
27,5,0.01,400,-2.699266541,-2.663325581,14.83989485,14.81562405
33,3,0.1,200,-2.694204703,-2.663512397,14.81958889,14.81637959
22,2,0.1,900,-2.702574617,-2.663576986,14.85316545,14.81664081
28,2,0.1,800,-2.699644914,-2.664447324,14.84141272,14.82016073
31,2,0.1,800,-2.70017783,-2.664730654,14.84355056,14.8213066
31,4,0.01,700,-2.701173463,-2.665154755,14.84754462,14.8230218
11,6,0.01,900,-2.693209131,-2.665679562,14.81559508,14.82514428
29,4,0.1,100,-2.689316731,-2.665700272,14.79998041,14.82522804
32,3,0.1,200,-2.698929216,-2.666576428,14.83854165,14.82877149
16,3,0.1,600,-2.698207106,-2.666608213,14.83564484,14.82890003
37,5,0.01,300,-2.701280026,-2.666723337,14.8479721,14.82936563
14,5,0.01,900,-2.697879355,-2.667718213,14.83433004,14.83338921
39,5,0.01,300,-2.703656628,-2.668193747,14.85750602,14.83531242
27,3,0.1,200,-2.704992703,-2.668301616,14.86286579,14.83574868
36,2,0.1,600,-2.70540605,-2.668479868,14.86452397,14.83646958
17,3,0.1,500,-2.701867033,-2.668959677,14.85032693,14.83841008
23,4,0.01,1000,-2.705551733,-2.668990283,14.86510838,14.83853386
12,7,0.01,500,-2.69474012,-2.669076768,14.82173676,14.83888364
22,5,0.01,600,-2.700486484,-2.669139429,14.84478874,14.83913706
25,4,0.01,900,-2.707262745,-2.66923968,14.87197224,14.8395425
25,2,0.1,700,-2.707048024,-2.669556645,14.87111087,14.84082441
21,4,0.01,1000,-2.705862806,-2.669931558,14.86635628,14.84234067
34,4,0.01,600,-2.70538098,-2.669950848,14.8644234,14.84241868
14,5,0.01,1000,-2.699863003,-2.670459832,14.8422876,14.84447717
25,5,0.01,500,-2.702674973,-2.67055509,14.85356804,14.84486243
28,2,0.1,700,-2.713208788,-2.670587738,14.89582525,14.84499447
32,4,0.01,800,-2.705673307,-2.670673108,14.86559609,14.84533973
26,4,0.01,800,-2.706585535,-2.6711735,14.86925556,14.84736347
34,4,0.01,700,-2.705726485,-2.671197037,14.86580942,14.84745866
36,7,0.01,200,-2.693287409,-2.671426132,14.8159091,14.84838519
27,2,0.1,1000,-2.70363393,-2.671452197,14.85741497,14.84849061
16,6,0.01,500,-2.70164931,-2.672089336,14.84945351,14.85106739
12,6,0.01,800,-2.703015176,-2.672860022,14.85493279,14.85418429
27,4,0.01,800,-2.708895054,-2.673914571,14.87852038,14.85844921
17,5,0.1,100,-2.701514141,-2.673990509,14.84891127,14.85875633
15,7,0.01,400,-2.700160655,-2.674178616,14.84348166,14.85951709
30,4,0.01,800,-2.709884922,-2.674525082,14.88249131,14.8609183
30,4,0.01,700,-2.712153028,-2.674801141,14.89158999,14.86203477
30,4,0.01,900,-2.70954555,-2.674916326,14.88112989,14.86250062
38,2,0.1,500,-2.709660924,-2.675109641,14.88159272,14.86328244
32,4,0.01,700,-2.708397968,-2.675273694,14.87652628,14.86394592
34,2,0.1,700,-2.709781291,-2.675286844,14.88207559,14.86399911
20,4,0.01,1000,-2.70930748,-2.675341588,14.88017486,14.86422051
23,2,0.1,900,-2.71526095,-2.675516662,14.90405766,14.86492856
38,3,0.1,200,-2.71733216,-2.675692509,14.91236648,14.86563974
38,4,0.01,500,-2.714030436,-2.675871201,14.89912136,14.86636243
10,3,0.1,600,-2.713135358,-2.675989645,14.89553069,14.86684145
40,2,0.1,700,-2.705660003,-2.67602117,14.86554272,14.86696895
23,2,0.1,1000,-2.717115365,-2.676488759,14.91149679,14.86886002
18,5,0.01,700,-2.70703077,-2.676752169,14.87104166,14.86992533
14,7,0.01,400,-2.706116081,-2.676773452,14.86737231,14.87001141
22,4,0.1,100,-2.713653789,-2.67686074,14.89761041,14.87036443
25,2,0.1,900,-2.71392866,-2.676908129,14.89871308,14.87055608
37,2,0.1,700,-2.711966113,-2.677391666,14.89084017,14.87251166
32,4,0.1,100,-2.713875531,-2.677979536,14.89849995,14.87488919
10,6,0.01,900,-2.706697395,-2.679185569,14.8697043,14.87976676
26,2,0.1,800,-2.716638329,-2.679358297,14.90958312,14.88046533
19,3,0.1,400,-2.710863604,-2.679389905,14.88641737,14.88059316
25,4,0.01,800,-2.714644188,-2.679727544,14.90158348,14.88195867
23,5,0.01,500,-2.71481176,-2.680035745,14.9022557,14.88320514
20,2,0.1,800,-2.719150803,-2.68027869,14.91966211,14.88418768
28,4,0.01,600,-2.719614776,-2.680331092,14.92152337,14.88439961
35,2,0.1,400,-2.723142651,-2.680345819,14.93567572,14.88445917
11,5,0.1,200,-2.701785151,-2.680358938,14.84999845,14.88451223
23,6,0.01,300,-2.710414119,-2.680962464,14.88461422,14.88695307
40,4,0.01,500,-2.714308913,-2.68128493,14.90023849,14.88825722
16,5,0.01,700,-2.713880819,-2.681590401,14.89852116,14.88949264
25,2,0.1,800,-2.718761702,-2.681743117,14.9181012,14.89011027
35,4,0.01,600,-2.71888615,-2.681929804,14.91860043,14.89086529
29,4,0.01,700,-2.716213614,-2.682023171,14.90787935,14.8912429
38,5,0.01,300,-2.716020265,-2.683120428,14.90710371,14.89568055
20,3,0.1,300,-2.727186703,-2.683270211,14.95189875,14.89628632
10,3,0.1,700,-2.720698592,-2.683311266,14.92587119,14.89645235
39,2,0.1,300,-2.719818759,-2.683707629,14.92234167,14.89805537
37,4,0.01,500,-2.720587737,-2.684655834,14.92542648,14.9018902
25,6,0.01,300,-2.714968062,-2.685002324,14.90288272,14.90329152
22,2,0.1,800,-2.725223183,-2.68502234,14.94402193,14.90337247
33,5,0.01,300,-2.722873142,-2.686060275,14.93459456,14.9075702
14,6,0.01,600,-2.71404967,-2.686244214,14.89919852,14.90831411
26,5,0.01,400,-2.72109337,-2.686981762,14.92745487,14.91129698
28,2,0.1,600,-2.726001272,-2.687097183,14.9471433,14.91176378
29,3,0.1,200,-2.722957786,-2.68723454,14.93493412,14.91231929
24,4,0.01,800,-2.719916059,-2.68725571,14.922732,14.91240491
31,4,0.01,600,-2.725955473,-2.688449923,14.94695957,14.91723468
22,3,0.1,300,-2.724674571,-2.688893331,14.94182113,14.91902796
12,3,0.1,600,-2.727740142,-2.688949912,14.95411891,14.91925679
33,4,0.01,600,-2.723014017,-2.688952093,14.93515969,14.91926561
20,2,0.1,900,-2.728365824,-2.690503894,14.95662888,14.92554157
27,4,0.01,700,-2.725336469,-2.690622822,14.94447639,14.92602256
22,6,0.01,300,-2.717164803,-2.690981356,14.91169512,14.92747258
23,3,0.1,200,-2.732446786,-2.691083847,14.97299998,14.92788708
33,2,0.1,600,-2.72234619,-2.691297265,14.93248065,14.92875021
26,4,0.1,100,-2.726139726,-2.691703329,14.94769872,14.93039246
26,2,0.1,900,-2.726877092,-2.691882755,14.95065672,14.93111811
24,6,0.01,300,-2.722561317,-2.692782723,14.93334365,14.93475786
22,2,0.1,1000,-2.730819886,-2.693058618,14.96647354,14.93587367
40,2,0.1,600,-2.724448966,-2.693183727,14.9409161,14.93637965
23,4,0.01,900,-2.730600996,-2.693558807,14.96559545,14.93789659
16,5,0.01,800,-2.724331311,-2.69367297,14.94044412,14.9383583
14,4,0.1,200,-2.736204276,-2.694054689,14.98807344,14.93990209
29,2,0.1,600,-2.730885932,-2.694732672,14.96673849,14.94264406
15,6,0.01,500,-2.721695539,-2.694784861,14.92987052,14.94285513
11,6,0.01,800,-2.720836868,-2.695551282,14.92642589,14.94595478
12,6,0.01,700,-2.723301315,-2.695554551,14.93631221,14.945968
35,5,0.01,300,-2.726338324,-2.696541375,14.94849541,14.94995902
32,5,0.01,300,-2.733810976,-2.696613164,14.97847253,14.95024935
26,4,0.01,700,-2.72858952,-2.696783918,14.95752626,14.95093994
34,7,0.01,200,-2.723055486,-2.697245455,14.93532605,14.95280653
36,4,0.01,600,-2.732352201,-2.698353356,14.97262054,14.95728723
10,4,0.1,400,-2.72742964,-2.698353498,14.95287331,14.9572878
14,5,0.1,100,-2.720211299,-2.698565437,14.92391637,14.95814495
29,2,0.1,700,-2.734373766,-2.69976955,14.98073021,14.96301476
19,2,0.1,1000,-2.737858078,-2.699821442,14.9947078,14.96322463
17,4,0.1,200,-2.738829319,-2.699902118,14.998604,14.9635509
15,5,0.01,800,-2.729524269,-2.700011769,14.96127607,14.96399436
20,6,0.01,400,-2.731418634,-2.700677619,14.96887547,14.96668727
34,2,0.1,600,-2.735688865,-2.700782919,14.98600583,14.96711314
24,4,0.1,100,-2.738619013,-2.700883579,14.99776035,14.96752023
30,3,0.1,200,-2.731928031,-2.701196762,14.97091895,14.96878685
23,2,0.1,800,-2.741833448,-2.701751957,15.0106553,14.97103222
28,5,0.01,400,-2.737513007,-2.701861804,14.99332352,14.97147648
27,2,0.1,900,-2.731864707,-2.702190143,14.97066492,14.97280438
13,5,0.01,1000,-2.734124408,-2.702359499,14.97972989,14.97348932
29,4,0.01,600,-2.737841817,-2.702599296,14.99464256,14.97445913
19,5,0.01,600,-2.739716841,-2.702886176,15.00216437,14.97561936
17,5,0.01,700,-2.734398051,-2.703093092,14.98082763,14.97645619
36,2,0.1,500,-2.743423673,-2.703247843,15.01703461,14.97708205
25,5,0.01,400,-2.738750449,-2.703786934,14.99828761,14.9792623
37,2,0.1,600,-2.74035577,-2.70462969,15.00472748,14.98267067
36,5,0.01,300,-2.737247477,-2.705893191,14.99225832,14.98778066
32,2,0.1,500,-2.741388572,-2.706349695,15.00887065,14.9896269
20,5,0.01,600,-2.741250119,-2.706539962,15.00831523,14.9903964
23,4,0.01,700,-2.743900799,-2.706797343,15.01894864,14.99143733
32,2,0.1,600,-2.74167409,-2.707393761,15.01001603,14.99384943
33,2,0.1,500,-2.74183226,-2.707519204,15.01065053,14.99435676
28,3,0.1,200,-2.742901052,-2.707921892,15.01493808,14.99598535
40,4,0.01,400,-2.745839411,-2.70806151,15.02672553,14.99655001
16,6,0.01,400,-2.739824341,-2.708418311,15.00259561,14.99799303
11,4,0.1,300,-2.735854572,-2.709098989,14.98667058,15.0007459
21,5,0.01,500,-2.738512138,-2.709501277,14.99733161,15.00237288
16,3,0.1,500,-2.74673751,-2.709780031,15.03032833,15.00350025
30,2,0.1,800,-2.746253595,-2.71104108,15.02838706,15.00860032
39,2,0.1,400,-2.744346008,-2.711334778,15.02073463,15.00978813
19,4,0.01,1000,-2.746374725,-2.711576857,15.02887298,15.01076717
39,3,0.1,100,-2.755687793,-2.711656525,15.06623308,15.01108937
23,4,0.01,800,-2.749544674,-2.713403305,15.04158948,15.01815389
34,4,0.01,500,-2.750435072,-2.713614363,15.04516138,15.01900747
16,3,0.1,400,-2.746706537,-2.713965845,15.03020408,15.02042898
33,7,0.01,200,-2.739044436,-2.714952733,14.99946696,15.02442025
37,4,0.01,400,-2.754941839,-2.714982596,15.06324063,15.02454103
12,3,0.1,500,-2.753163886,-2.715700895,15.05610823,15.02744605
19,4,0.01,900,-2.752422316,-2.715891014,15.05313337,15.02821495
15,3,0.1,400,-2.752109049,-2.715993846,15.05187667,15.02863084
11,6,0.1,100,-2.745241409,-2.716483136,15.0243266,15.03060968
36,2,0.1,400,-2.759064055,-2.716570059,15.07977722,15.03096122
32,2,0.1,400,-2.758442204,-2.716614511,15.07728261,15.031141
12,5,0.01,1000,-2.74920908,-2.717444306,15.04024322,15.03449695
15,4,0.1,200,-2.743390224,-2.717488072,15.01690043,15.03467395
31,4,0.01,500,-2.756716143,-2.718167692,15.07035839,15.03742255
33,4,0.01,500,-2.754405849,-2.718657274,15.06109046,15.03940257
31,2,0.1,500,-2.753036681,-2.718841625,15.05559794,15.04014814
17,3,0.1,400,-2.756506342,-2.719278166,15.06951675,15.04191364
38,3,0.01,900,-2.760653982,-2.720354652,15.08615533,15.04626729
22,5,0.01,500,-2.754881576,-2.72042191,15.06299888,15.0465393
26,3,0.1,200,-2.753195145,-2.720489499,15.05623363,15.04681265
21,4,0.01,900,-2.760747134,-2.720708343,15.08652902,15.04769773
22,4,0.01,900,-2.75442505,-2.721093569,15.06116749,15.0492557
20,4,0.1,100,-2.761740527,-2.721821377,15.09051409,15.05219918
19,3,0.1,300,-2.755983293,-2.722943643,15.0674185,15.05673797
20,5,0.01,500,-2.755906924,-2.723020723,15.06711214,15.05704971
19,4,0.1,100,-2.763068578,-2.724028445,15.09584167,15.06112525
17,4,0.01,1000,-2.76223124,-2.724123923,15.09248262,15.06151139
31,5,0.01,300,-2.762872072,-2.724995169,15.09505337,15.06503498
32,4,0.01,500,-2.762057042,-2.725075977,15.09178382,15.06536179
37,3,0.01,1000,-2.762293583,-2.725536326,15.09273272,15.06722358
39,4,0.01,400,-2.763080965,-2.726001194,15.09589137,15.06910365
30,5,0.01,300,-2.761188037,-2.726061875,15.08829774,15.06934907
24,4,0.01,700,-2.764003332,-2.726288948,15.09959151,15.07026742
36,3,0.01,1000,-2.7650801,-2.72649481,15.10391105,15.07109999
40,3,0.01,900,-2.763376249,-2.726732501,15.09707592,15.07206129
14,3,0.1,500,-2.758914089,-2.727178848,15.07917562,15.07386645
22,4,0.01,800,-2.763595905,-2.727527209,15.09795709,15.07527533
13,3,0.1,600,-2.760682299,-2.728416752,15.08626893,15.07887292
23,2,0.1,700,-2.768925377,-2.728672041,15.11933668,15.07990539
30,2,0.1,700,-2.761057397,-2.728797922,15.08777367,15.08041449
36,4,0.01,500,-2.765901048,-2.729509206,15.10720434,15.08329114
13,6,0.01,600,-2.756503923,-2.729767297,15.06950705,15.08433494
15,5,0.01,700,-2.7628035,-2.730711953,15.09477829,15.08815542
18,3,0.1,200,-2.773733909,-2.731724627,15.13862648,15.09225099
11,5,0.01,1000,-2.761254508,-2.732315447,15.08856439,15.09464045
24,2,0.1,900,-2.766360685,-2.733056538,15.10904822,15.09763765
19,4,0.01,800,-2.769842249,-2.733584428,15.12301478,15.0997726
37,2,0.1,500,-2.768561983,-2.733932246,15.11787889,15.10117929
15,5,0.1,100,-2.770767111,-2.733946453,15.12672493,15.10123675
13,3,0.1,500,-2.77218246,-2.734331001,15.13240272,15.10279198
31,2,0.1,400,-2.769015702,-2.734368717,15.11969902,15.10294451
23,5,0.01,400,-2.769913458,-2.735022744,15.12330044,15.1055896
20,2,0.1,700,-2.774782576,-2.735055703,15.14283328,15.10572289
16,5,0.1,100,-2.766541472,-2.735581053,15.10977346,15.10784757
30,4,0.01,500,-2.772365308,-2.736217921,15.13313623,15.11042327
18,7,0.01,300,-2.760118334,-2.736429767,15.08400654,15.11128004
37,3,0.01,900,-2.775450129,-2.736804106,15.14551123,15.11279398
17,7,0.01,300,-2.762480365,-2.737114253,15.09348201,15.11404831
24,2,0.1,700,-2.773700149,-2.737243915,15.13849104,15.11457271
40,2,0.1,500,-2.769587171,-2.737332095,15.12199151,15.11492933
17,6,0.01,400,-2.765867489,-2.737341361,15.10706972,15.11496681
38,6,0.01,200,-2.768157193,-2.737396915,15.11625505,15.11519148
32,7,0.01,200,-2.761415241,-2.737445107,15.08920918,15.11538639
24,5,0.01,400,-2.772082621,-2.737957544,15.13200221,15.11745884
38,3,0.01,1000,-2.775966371,-2.738007001,15.14758217,15.11765886
21,2,0.1,1000,-2.776544926,-2.738380896,15.14990309,15.11917101
25,4,0.01,700,-2.776867184,-2.738666584,15.15119585,15.12032642
38,2,0.1,400,-2.775745879,-2.738765682,15.14669765,15.1207272
30,2,0.1,600,-2.772778679,-2.73882371,15.1347945,15.12096188
10,6,0.01,800,-2.764601331,-2.738828914,15.10199043,15.12098293
18,2,0.1,1000,-2.771721295,-2.73939018,15.13055272,15.12325287
18,4,0.1,100,-2.775379098,-2.739858101,15.14522628,15.12514528
21,3,0.1,300,-2.781577348,-2.740056909,15.17009104,15.12594932
17,3,0.1,300,-2.777341556,-2.740969941,15.15309883,15.12964191
40,3,0.1,100,-2.783083539,-2.741120361,15.17613324,15.13025025
25,3,0.1,200,-2.785168481,-2.741131374,15.18449715,15.13029479
35,4,0.01,500,-2.773688691,-2.741586212,15.13844508,15.1321343
31,7,0.01,200,-2.764965564,-2.741691144,15.10345158,15.13255867
13,7,0.01,400,-2.76662873,-2.742247454,15.1101235,15.13480857
11,6,0.01,700,-2.769811991,-2.742941564,15.1228934,15.13761576
19,3,0.1,200,-2.77754635,-2.744023319,15.15392038,15.14199072
27,4,0.01,600,-2.779494647,-2.745036705,15.16173612,15.14608916
30,4,0.01,600,-2.780652932,-2.74506981,15.16638267,15.14622305
28,4,0.01,500,-2.78225121,-2.745239077,15.17279429,15.14690762
19,2,0.1,800,-2.783423482,-2.745438806,15.17749695,15.14771538
27,2,0.1,800,-2.780177121,-2.745978775,15.16447392,15.14989918
20,2,0.1,600,-2.78477163,-2.746359245,15.18290515,15.15143792
40,3,0.01,1000,-2.785303151,-2.746689082,15.18503739,15.15277189
17,5,0.01,600,-2.777600369,-2.74670643,15.15413708,15.15284205
14,6,0.01,500,-2.774151355,-2.746906766,15.14030109,15.15365227
39,3,0.01,1000,-2.784506187,-2.747228438,15.18184031,15.15495321
26,2,0.1,500,-2.783559768,-2.747445785,15.17804367,15.15583223
16,5,0.01,600,-2.781321057,-2.747578505,15.16906291,15.15636899
22,4,0.01,700,-2.784304481,-2.748379812,15.18103114,15.15960972
23,2,0.1,600,-2.788568165,-2.748428623,15.19813524,15.15980713
24,2,0.1,800,-2.789192153,-2.750159617,15.20063842,15.16680781
18,4,0.01,1000,-2.785207641,-2.750412521,15.18465424,15.16783063
25,2,0.1,600,-2.789063803,-2.750414408,15.20012354,15.16783826
12,4,0.1,300,-2.777549742,-2.750547766,15.15393398,15.1683776
35,4,0.01,400,-2.786963976,-2.751095432,15.19169992,15.17059253
29,4,0.01,500,-2.78746528,-2.751142281,15.19371094,15.170782
17,2,0.1,1000,-2.784942124,-2.752006478,15.1835891,15.17427708
26,2,0.1,600,-2.788838567,-2.752142526,15.19921998,15.1748273
35,2,0.1,300,-2.796985642,-2.753022228,15.23190261,15.17838509
34,2,0.1,500,-2.790601051,-2.753093187,15.20629033,15.17867207
16,7,0.01,300,-2.781475509,-2.75312306,15.1696825,15.17879289
34,3,0.01,1000,-2.790637561,-2.753811685,15.20643679,15.1815779
20,4,0.01,800,-2.789531925,-2.753856912,15.20200144,15.18176081
18,2,0.1,900,-2.784901131,-2.754017178,15.18342465,15.18240898
13,5,0.01,900,-2.784249331,-2.755048807,15.18080991,15.18658121
21,5,0.01,400,-2.789660843,-2.755586273,15.20251861,15.18875488
26,4,0.01,500,-2.794297859,-2.755855239,15.22112036,15.18984267
12,5,0.01,900,-2.787779412,-2.756944651,15.1949711,15.19424859
18,5,0.01,600,-2.786324078,-2.758684735,15.18913291,15.20128602
37,3,0.1,100,-2.794298123,-2.759064568,15.22112142,15.20282219
13,4,0.1,200,-2.796441914,-2.759103564,15.2297214,15.2029799
30,2,0.1,500,-2.796264963,-2.761242977,15.22901155,15.21163235
39,3,0.01,800,-2.799317944,-2.761321111,15.24125882,15.21194835
38,4,0.01,400,-2.797322216,-2.761889398,15.2332528,15.21424668
29,3,0.1,100,-2.80782495,-2.76239901,15.27538533,15.2163077
10,4,0.1,300,-2.800328734,-2.762809113,15.24531368,15.21796629
19,5,0.01,500,-2.797348681,-2.762880181,15.23335897,15.21825371
33,4,0.01,400,-2.796486121,-2.762919262,15.22989874,15.21841177
34,4,0.01,400,-2.80281257,-2.763376368,15.25527778,15.22026044
24,2,0.1,600,-2.803086115,-2.763427392,15.25637513,15.2204668
30,7,0.01,200,-2.788189181,-2.763838519,15.19661492,15.22212952
40,6,0.01,200,-2.792203703,-2.763869579,15.21271949,15.22225514
10,7,0.01,600,-2.781817245,-2.764128216,15.17105341,15.22330115
18,2,0.1,800,-2.7994088,-2.764210057,15.2416233,15.22363214
36,2,0.1,300,-2.805673593,-2.764481175,15.266755,15.22472862
33,3,0.01,1000,-2.806764003,-2.764668579,15.27112926,15.22548654
16,3,0.1,300,-2.809024568,-2.76601251,15.28019769,15.23092182
26,2,0.1,700,-2.797306582,-2.766307183,15.23319008,15.23211357
22,3,0.1,200,-2.808917505,-2.76668079,15.2797682,15.23362455
36,3,0.01,900,-2.805088773,-2.766913774,15.26440895,15.23456681
15,2,0.1,1000,-2.805520853,-2.767139831,15.26614227,15.23548105
20,4,0.01,900,-2.802141513,-2.767256059,15.25258578,15.23595112
25,2,0.1,500,-2.810582408,-2.767279323,15.28644709,15.2360452
11,4,0.1,200,-2.809254901,-2.76730266,15.28112169,15.23613958
35,3,0.01,900,-2.810164409,-2.768113584,15.28477025,15.23941921
15,4,0.01,1000,-2.802279772,-2.768141217,15.25314042,15.23953097
14,5,0.01,800,-2.800774931,-2.768620765,15.24710363,15.24147041
33,2,0.1,400,-2.806179466,-2.768661415,15.26878435,15.24163481
38,3,0.01,800,-2.809252787,-2.769415035,15.28111321,15.24468269
12,4,0.1,200,-2.798271675,-2.769904463,15.23706163,15.24666208
18,4,0.01,900,-2.805051825,-2.770055918,15.26426073,15.24727461
28,2,0.1,500,-2.807407307,-2.770089053,15.27370993,15.24740862
26,4,0.01,600,-2.804715348,-2.770574508,15.26291092,15.24937195
11,3,0.1,400,-2.807815661,-2.770870145,15.27534807,15.2505676
33,3,0.1,100,-2.811699362,-2.773606079,15.29092784,15.26163257
11,5,0.01,900,-2.802598907,-2.773741202,15.25442065,15.26217905
40,3,0.01,800,-2.812241097,-2.773852109,15.29310105,15.26262758
30,3,0.1,100,-2.815639127,-2.774105241,15.30673251,15.26365133
14,3,0.1,400,-2.805483427,-2.774357678,15.26599213,15.26467226
33,2,0.1,300,-2.807694279,-2.774656032,15.27486114,15.2658789
28,7,0.01,200,-2.798814396,-2.775185999,15.2392388,15.26802225
22,5,0.01,400,-2.811511396,-2.775630816,15.2901738,15.26982123
29,7,0.01,200,-2.801365744,-2.775655905,15.24947373,15.2699227
24,4,0.01,600,-2.809542212,-2.775689318,15.28227426,15.27005783
27,2,0.1,700,-2.806588067,-2.776283305,15.27042348,15.2724601
23,2,0.1,500,-2.821903751,-2.777509516,15.33186354,15.27741927
27,4,0.01,500,-2.813789019,-2.778634306,15.29931066,15.28196827
29,2,0.1,500,-2.814940358,-2.778795478,15.30392935,15.2826201
34,2,0.1,400,-2.815878221,-2.779110747,15.30769166,15.28389515
32,3,0.01,800,-2.818195663,-2.779250463,15.31698825,15.2844602
32,3,0.01,1000,-2.81831542,-2.779434763,15.31746867,15.28520557
30,3,0.01,1000,-2.817763918,-2.779769726,15.31525628,15.28656026
25,4,0.01,600,-2.818951019,-2.780197802,15.32001842,15.28829153
39,3,0.01,900,-2.817784922,-2.780235015,15.31534053,15.28844204
28,5,0.01,300,-2.814788899,-2.780719604,15.30332176,15.29040186
21,4,0.01,800,-2.817201489,-2.781020292,15.31300005,15.29161794
30,3,0.01,900,-2.820999583,-2.781452712,15.3282364,15.29336678
25,4,0.01,500,-2.817110094,-2.78177578,15.31263341,15.29467337
27,3,0.01,1000,-2.821119483,-2.782207795,15.32871739,15.29642057
31,3,0.01,1000,-2.823675618,-2.782895832,15.33897152,15.29920321
37,2,0.1,400,-2.819100359,-2.782948101,15.32061751,15.2994146
35,3,0.01,1000,-2.822839151,-2.78299827,15.33561597,15.2996175
37,3,0.01,800,-2.821175197,-2.78358458,15.32894088,15.30198872
21,2,0.1,900,-2.817163143,-2.783940851,15.31284622,15.30342959
39,6,0.01,200,-2.814285445,-2.784672281,15.30130211,15.30638771
28,3,0.01,1000,-2.824431362,-2.784829607,15.34200324,15.30702399
23,4,0.01,600,-2.822072786,-2.785013552,15.33254163,15.30776792
10,3,0.1,500,-2.830207995,-2.785058206,15.36517665,15.30794852
40,3,0.01,700,-2.822677448,-2.786218601,15.33496728,15.31264151
11,2,0.1,1000,-2.827289025,-2.786446038,15.35346698,15.31356134
12,6,0.01,600,-2.81394436,-2.786463367,15.29993382,15.31363142
38,2,0.1,300,-2.825877663,-2.786753244,15.34780519,15.31480378
19,4,0.01,700,-2.820101925,-2.786763975,15.32463537,15.31484717
38,3,0.1,100,-2.827255198,-2.787854928,15.35333128,15.31925933
22,2,0.1,700,-2.831761726,-2.788138858,15.37140957,15.32040763
37,3,0.01,700,-2.827373048,-2.788259147,15.35380404,15.32089411
17,4,0.01,900,-2.825692071,-2.789475368,15.34706068,15.32581289
17,2,0.1,900,-2.824942769,-2.789643759,15.34405479,15.32649392
18,2,0.1,700,-2.823744772,-2.790502611,15.33924893,15.32996738
23,4,0.1,100,-2.827503066,-2.791202285,15.35432562,15.33279708
36,4,0.01,400,-2.828069714,-2.791211427,15.35659877,15.33283405
12,5,0.1,100,-2.813031459,-2.791516371,15.29627165,15.33406734
17,4,0.1,100,-2.830397809,-2.792689304,15.36593811,15.33881104
18,4,0.01,800,-2.82979321,-2.794688925,15.36351271,15.34689813
21,2,0.1,800,-2.831546591,-2.794723516,15.37054654,15.34703802
20,4,0.01,700,-2.833558827,-2.795766167,15.37861878,15.35125483
19,2,0.1,900,-2.837477368,-2.796201087,15.39433831,15.35301378
10,6,0.01,700,-2.823693722,-2.796410269,15.33904414,15.35385978
14,3,0.1,300,-2.828943905,-2.79669332,15.36010566,15.35500452
39,4,0.01,300,-2.834666253,-2.79702227,15.3830613,15.3563349
34,3,0.01,800,-2.835980706,-2.797658779,15.38833433,15.35890914
32,2,0.1,300,-2.836447076,-2.797918791,15.39020521,15.35996071
13,5,0.01,800,-2.828663252,-2.798128538,15.3589798,15.36080899
15,2,0.1,800,-2.840502193,-2.798340606,15.40647263,15.36166666
26,2,0.1,400,-2.838354232,-2.79845018,15.39785592,15.36210981
17,4,0.01,800,-2.835767294,-2.798482699,15.38747822,15.36224132
39,3,0.01,700,-2.837192065,-2.799284378,15.3931938,15.36548357
35,3,0.01,800,-2.838232975,-2.79979736,15.39736949,15.36755822
36,3,0.01,800,-2.840756173,-2.800120597,15.40749149,15.36886549
21,6,0.01,300,-2.835076862,-2.802217899,15.38470849,15.37734763
18,5,0.01,500,-2.834069061,-2.802400786,15.38066562,15.37808729
32,4,0.01,400,-2.839126929,-2.80240262,15.40095565,15.3780947
33,3,0.01,900,-2.84116,-2.802460413,15.40911147,15.37832843
29,5,0.01,300,-2.838279766,-2.802729675,15.39755719,15.37941741
10,6,0.1,100,-2.840466949,-2.803720368,15.40633125,15.38342408
15,6,0.01,400,-2.834089392,-2.804116028,15.38074718,15.38502426
32,3,0.01,900,-2.844189964,-2.804636164,15.42126641,15.38712785
20,2,0.1,500,-2.847206976,-2.805030561,15.43336939,15.38872291
16,2,0.1,1000,-2.841129004,-2.8060399,15.40898713,15.39280499
36,3,0.01,700,-2.846545097,-2.8066522,15.43071421,15.39528132
34,3,0.01,900,-2.846539802,-2.806850945,15.43069297,15.39608511
29,2,0.1,400,-2.847797049,-2.807056397,15.43573651,15.39691602
40,2,0.1,400,-2.838856547,-2.8072019,15.39987099,15.39750448
37,4,0.01,300,-2.845732584,-2.807610723,15.42745475,15.39915789
31,2,0.1,300,-2.845206511,-2.807930373,15.42534437,15.40045065
35,2,0.1,200,-2.851955583,-2.808033216,15.45241879,15.40086658
29,3,0.01,1000,-2.847117164,-2.808037964,15.4330091,15.40088578
21,4,0.1,100,-2.845043414,-2.808116046,15.42469009,15.40120157
20,3,0.1,200,-2.850617557,-2.808962304,15.4470512,15.4046241
37,6,0.01,200,-2.837222998,-2.809487909,15.39331788,15.4067498
