N_features,Depth,Learning_rate,N_trees,R2_tr,R2_vl,MSE_tr,MSE_vl
18,4,0.0001,500,-17.61495286,-17.46908111,74.6753282,74.69468826
34,1,0.0001,800,-17.61623879,-17.47011563,74.68048682,74.69887217
26,6,0.0001,400,-17.61748709,-17.47014152,74.68549447,74.69897688
26,3,0.0001,500,-17.61628385,-17.47017872,74.68066758,74.69912735
25,2,0.0001,600,-17.617961,-17.47168398,74.68739558,74.70521509
33,5,0.0001,400,-17.62063285,-17.47294582,74.69811394,74.71031837
10,7,0.0001,500,-17.61945015,-17.47408722,74.69336944,74.71493454
40,2,0.0001,500,-17.62154169,-17.47476563,74.7017598,74.71767823
34,5,0.0001,400,-17.6223818,-17.47487278,74.70512996,74.71811158
19,4,0.0001,500,-17.62121696,-17.47563036,74.70045714,74.72117545
22,7,0.0001,400,-17.62356448,-17.47655317,74.70987437,74.72490758
21,1,0.001,100,-17.62477939,-17.47865939,74.71474807,74.73342579
24,1,0.0001,1000,-17.62459872,-17.47884822,74.71402333,74.73418948
24,2,0.0001,600,-17.62534802,-17.47891642,74.71702918,74.7344653
26,2,0.0001,600,-17.6278707,-17.48196126,74.72714914,74.74677958
32,5,0.0001,400,-17.63047648,-17.48292451,74.73760242,74.75067525
12,3,0.0001,700,-17.6292053,-17.48405376,74.73250298,74.75524231
14,2,0.0001,800,-17.62985465,-17.48411298,74.73510791,74.75548182
39,4,0.0001,400,-17.63408904,-17.48616636,74.75209449,74.76378632
35,2,0.0001,500,-17.63372342,-17.48679089,74.75062778,74.76631212
25,3,0.0001,500,-17.63372187,-17.48724292,74.75062155,74.76814026
40,4,0.0001,400,-17.63558455,-17.48762061,74.75809383,74.76966775
38,2,0.0001,500,-17.6363914,-17.48940943,74.76133057,74.77690229
21,7,0.0001,400,-17.63821455,-17.49139655,74.76864427,74.78493881
33,1,0.0001,800,-17.63829196,-17.49219063,74.76895484,74.78815032
31,5,0.0001,400,-17.6401759,-17.49230817,74.77651241,74.78862571
17,4,0.0001,500,-17.63874523,-17.49260044,74.77077315,74.78980774
30,5,0.0001,400,-17.64037777,-17.4929307,74.7773222,74.79114341
11,4,0.0001,600,-17.6400716,-17.49455991,74.77609396,74.79773243
25,6,0.0001,400,-17.64221801,-17.49498504,74.78470449,74.79945177
40,1,0.0001,700,-17.64224269,-17.49528409,74.78480348,74.80066126
28,5,0.0001,400,-17.64348737,-17.49604139,74.78979659,74.80372398
22,3,0.0001,500,-17.64498575,-17.49821463,74.79580748,74.81251325
38,4,0.0001,400,-17.64628981,-17.49841772,74.80103883,74.81333461
25,1,0.001,100,-17.64511699,-17.49845693,74.79633397,74.81349318
29,5,0.0001,400,-17.64653988,-17.4989471,74.80204198,74.81547558
16,3,0.0001,600,-17.6473041,-17.50147924,74.80510771,74.82571636
22,6,0.0001,400,-17.64950176,-17.50232287,74.8139238,74.82912824
25,1,0.0001,900,-17.65018077,-17.50421186,74.8166477,74.83676791
37,4,0.0001,400,-17.65467451,-17.50680003,74.83467467,74.84723528
39,2,0.0001,500,-17.65582182,-17.50860748,74.83927721,74.85454517
24,6,0.0001,400,-17.65583695,-17.50888803,74.83933789,74.85567978
13,5,0.0001,500,-17.65503908,-17.50891156,74.83613717,74.85577495
18,2,0.0001,700,-17.65496706,-17.50898585,74.83584826,74.85607542
23,2,0.0001,600,-17.65644488,-17.51022683,74.84177665,74.86109429
18,7,0.0001,400,-17.65739126,-17.51031326,74.84557314,74.86144387
11,3,0.0001,700,-17.65590274,-17.51039195,74.83960184,74.86176213
31,1,0.0001,800,-17.65779802,-17.51134619,74.84720487,74.86562136
36,4,0.0001,400,-17.66080403,-17.51316779,74.85926374,74.87298847
35,4,0.0001,400,-17.66250282,-17.51459621,74.86607856,74.87876543
20,7,0.0001,400,-17.66194644,-17.5148877,74.8638466,74.8799443
32,4,0.0001,400,-17.66288688,-17.5151024,74.86761924,74.88081261
15,3,0.0001,600,-17.66241551,-17.51665839,74.86572831,74.88710553
23,3,0.0001,500,-17.66838245,-17.52140235,74.88966516,74.90629157
11,6,0.0001,500,-17.6681912,-17.52255126,74.88889793,74.91093814
19,7,0.0001,400,-17.67085585,-17.52390356,74.8995874,74.91640723
26,5,0.0001,400,-17.67130771,-17.52419254,74.90140005,74.91757595
34,4,0.0001,400,-17.67278011,-17.52505982,74.9073067,74.92108351
21,1,0.0001,1000,-17.67176271,-17.52512777,74.90322533,74.92135832
13,2,0.0001,800,-17.67186253,-17.52601736,74.90362576,74.92495611
16,4,0.0001,500,-17.67327306,-17.52695416,74.9092842,74.92874481
27,1,0.001,100,-17.67478625,-17.52787623,74.91535448,74.93247396
34,2,0.0001,500,-17.67566367,-17.52839051,74.91887435,74.93455387
27,5,0.0001,400,-17.67644028,-17.52916638,74.92198976,74.93769171
11,2,0.0001,900,-17.67541799,-17.52962465,74.91788878,74.93954512
26,1,0.0001,900,-17.67699698,-17.53056654,74.92422301,74.94335442
10,4,0.0001,600,-17.67654249,-17.53091567,74.9223998,74.94476639
16,1,0.001,100,-17.67887339,-17.5314423,74.93175038,74.94689626
30,1,0.0001,800,-17.67847221,-17.53153198,74.93014101,74.94725896
24,3,0.0001,500,-17.68088808,-17.53423488,74.93983246,74.95819029
37,2,0.0001,500,-17.68240293,-17.53547785,74.94590941,74.96321728
10,3,0.0001,700,-17.68249985,-17.53684679,74.94629821,74.96875367
12,5,0.0001,500,-17.68275694,-17.53686446,74.94732953,74.96882515
25,5,0.0001,400,-17.68453088,-17.53703338,74.95444582,74.96950832
21,6,0.0001,400,-17.68449958,-17.53722789,74.95432029,74.97029496
17,7,0.0001,400,-17.68506,-17.53791622,74.95656844,74.97307877
37,1,0.0001,700,-17.68533879,-17.53803228,74.95768683,74.97354818
24,5,0.0001,400,-17.68598969,-17.53854909,74.96029795,74.97563833
14,3,0.0001,600,-17.68703791,-17.540739,74.96450297,74.984495
20,6,0.0001,400,-17.6890884,-17.54195498,74.97272868,74.98941277
33,2,0.0001,500,-17.68975384,-17.54263873,74.97539816,74.99217809
10,6,0.0001,500,-17.68905207,-17.54310208,74.97258293,74.99405202
22,1,0.0001,1000,-17.69032379,-17.54397367,74.97768456,74.99757699
39,1,0.0001,700,-17.69162888,-17.54447425,74.98292,74.9996015
33,4,0.0001,400,-17.69341381,-17.54569006,74.9900804,75.0045186
36,2,0.0001,500,-17.69314477,-17.54592205,74.98900112,75.00545686
23,1,0.0001,900,-17.69385459,-17.5471402,74.99184863,75.01038341
21,5,0.0001,400,-17.69505392,-17.54767879,74.99665984,75.01256167
19,6,0.0001,400,-17.69675385,-17.54934631,75.00347921,75.01930562
23,5,0.0001,400,-17.69719226,-17.54945076,75.00523794,75.01972805
31,4,0.0001,400,-17.69756752,-17.54961524,75.00674333,75.02039323
36,1,0.0001,700,-17.69836483,-17.55119477,75.00994181,75.02678136
39,3,0.0001,400,-17.70082713,-17.55244994,75.0198195,75.03185764
23,6,0.0001,400,-17.70074058,-17.55365797,75.0194723,75.03674332
29,4,0.0001,400,-17.70387586,-17.55597554,75.03204974,75.04611629
16,2,0.0001,700,-17.70251654,-17.5562323,75.02659669,75.0471547
16,7,0.0001,400,-17.70494315,-17.55792864,75.03633124,75.05401522
22,2,0.0001,600,-17.70488326,-17.55823831,75.036091,75.0552676
17,2,0.0001,700,-17.7045911,-17.55851317,75.03491896,75.05637923
32,1,0.0001,800,-17.70524089,-17.55854354,75.03752564,75.05650205
40,3,0.0001,400,-17.7071968,-17.55909338,75.04537193,75.05872578
15,7,0.0001,400,-17.70718992,-17.55971156,75.04534434,75.06122591
22,5,0.0001,400,-17.70767954,-17.56005029,75.04730847,75.06259584
20,1,0.0001,1000,-17.70707676,-17.56059982,75.0448904,75.0648183
21,3,0.0001,500,-17.70987726,-17.56281368,75.05612482,75.07377185
14,4,0.0001,500,-17.71092212,-17.56421422,75.06031634,75.07943605
38,3,0.0001,400,-17.71251955,-17.56427673,75.06672454,75.07968888
20,3,0.0001,500,-17.71418115,-17.56696076,75.0733902,75.09054392
29,1,0.0001,800,-17.7143696,-17.56753039,75.07414618,75.09284765
19,3,0.0001,500,-17.71551678,-17.56841594,75.07874817,75.09642913
11,5,0.0001,500,-17.71494797,-17.56851994,75.07646634,75.09684973
30,4,0.0001,400,-17.71683661,-17.56892355,75.08404279,75.09848206
18,1,0.0001,1000,-17.71799913,-17.5713036,75.0887063,75.10810769
20,5,0.0001,400,-17.72092503,-17.57347018,75.10044379,75.11687002
15,4,0.0001,500,-17.72032658,-17.57386997,75.09804305,75.11848689
10,2,0.0001,900,-17.72164303,-17.57555322,75.1033241,75.12529448
18,6,0.0001,400,-17.72481896,-17.57736315,75.1160646,75.13261441
38,1,0.0001,700,-17.72611753,-17.57893521,75.12127389,75.13897228
19,1,0.0001,1000,-17.73047931,-17.58315741,75.13877151,75.1560482
30,2,0.0001,500,-17.73060344,-17.58319944,75.13926948,75.15621818
24,1,0.0001,900,-17.73134681,-17.58444787,75.14225156,75.16126719
10,5,0.0001,500,-17.73158869,-17.58479186,75.14322188,75.16265839
31,2,0.0001,500,-17.73605288,-17.5884564,75.16113033,75.17747896
28,1,0.0001,800,-17.73687059,-17.58951152,75.16441062,75.18174619
12,2,0.0001,800,-17.7371028,-17.59051674,75.16534217,75.1858116
37,3,0.0001,400,-17.73894784,-17.59060758,75.17274369,75.18617899
29,2,0.0001,500,-17.73849819,-17.59086056,75.1709399,75.18720209
13,3,0.0001,600,-17.73813723,-17.59139861,75.16949186,75.18937816
27,1,0.0001,800,-17.73885484,-17.59192947,75.17237062,75.1915251
13,4,0.0001,500,-17.74001161,-17.59329553,75.17701107,75.1970499
26,4,0.0001,400,-17.74131912,-17.59345063,75.18225626,75.19767716
17,6,0.0001,400,-17.74206091,-17.59488534,75.185232,75.20347956
14,7,0.0001,400,-17.7428696,-17.59561293,75.18847615,75.20642216
21,2,0.0001,600,-17.74325417,-17.59620097,75.19001887,75.20880036
35,1,0.0001,700,-17.74348138,-17.59658661,75.19093035,75.21036003
16,6,0.0001,400,-17.74465656,-17.59682534,75.19564468,75.21132553
28,4,0.0001,400,-17.74757262,-17.5998952,75.20734266,75.22374099
20,2,0.0001,600,-17.74698816,-17.60003601,75.20499804,75.22431046
27,4,0.0001,400,-17.74839368,-17.60027961,75.21063641,75.22529567
32,2,0.0001,500,-17.74898292,-17.6011721,75.21300021,75.22890518
19,5,0.0001,400,-17.75089951,-17.60329174,75.22068874,75.23747766
35,3,0.0001,400,-17.75178133,-17.60360626,75.22422624,75.23874966
25,1,0.0001,800,-17.75075623,-17.60368349,75.22011398,75.23906202
11,2,0.0001,800,-17.75109577,-17.60415631,75.22147606,75.24097424
18,3,0.0001,500,-17.75184549,-17.6044431,75.22448363,75.24213411
19,2,0.0001,600,-17.75292968,-17.60529123,75.22883293,75.24556422
34,1,0.0001,700,-17.75702743,-17.6092932,75.24527137,75.26174943
13,7,0.0001,400,-17.75784776,-17.61037089,75.24856219,75.26610793
32,3,0.0001,400,-17.76057904,-17.61232581,75.25951892,75.27401424
34,3,0.0001,400,-17.76102762,-17.61259341,75.26131845,75.27509648
17,3,0.0001,500,-17.76141636,-17.6140674,75.26287791,75.28105775
15,2,0.0001,700,-17.76409538,-17.61708239,75.273625,75.29325132
14,2,0.0001,700,-17.76477739,-17.61755203,75.27636094,75.29515069
36,3,0.0001,400,-17.76585044,-17.61763892,75.28066558,75.29550211
33,3,0.0001,400,-17.76697615,-17.6186736,75.28518144,75.29968666
31,3,0.0001,400,-17.76890054,-17.62050613,75.29290126,75.30709798
28,2,0.0001,500,-17.76918233,-17.62131266,75.2940317,75.31035983
15,6,0.0001,400,-17.77322869,-17.62531119,75.31026397,75.32653115
24,4,0.0001,400,-17.77442678,-17.62647874,75.31507019,75.33125307
18,1,0.001,100,-17.77457179,-17.62648855,75.31565192,75.33129275
12,7,0.0001,400,-17.77512639,-17.62792446,75.31787676,75.33710001
18,5,0.0001,400,-17.77696342,-17.62909987,75.32524615,75.34185375
33,1,0.0001,700,-17.77848894,-17.63079599,75.3313659,75.34871335
14,6,0.0001,400,-17.78048099,-17.63293882,75.33935714,75.35737962
21,4,0.0001,400,-17.78195962,-17.63366479,75.34528877,75.36031569
12,3,0.0001,600,-17.78507418,-17.63805298,75.35778307,75.3780629
27,2,0.0001,500,-17.78832743,-17.64023572,75.37083373,75.38689054
21,1,0.0001,900,-17.78982395,-17.64186806,75.37683715,75.39349225
25,4,0.0001,400,-17.79101992,-17.64304771,75.38163487,75.39826313
22,1,0.0001,900,-17.79084407,-17.64338239,75.38092944,75.39961667
40,1,0.0001,600,-17.79349932,-17.64518285,75.3915812,75.4068983
23,1,0.001,100,-17.79405313,-17.6477522,75.39380286,75.41728953
16,1,0.0001,1000,-17.7967314,-17.64928395,75.40454691,75.4234844
22,4,0.0001,400,-17.79820191,-17.65014815,75.41044598,75.42697951
17,5,0.0001,400,-17.79879978,-17.65096916,75.4128444,75.43029992
31,1,0.0001,700,-17.80008252,-17.65218132,75.41799019,75.43520226
23,4,0.0001,400,-17.80083949,-17.65269763,75.42102685,75.43729039
30,1,0.0001,700,-17.80252767,-17.65444094,75.4277991,75.44434087
20,1,0.0001,900,-17.80228594,-17.65478525,75.42682941,75.44573337
13,6,0.0001,400,-17.80455862,-17.65667586,75.43594643,75.45337957
17,1,0.001,100,-17.80420767,-17.6571683,75.43453858,75.45537116
11,7,0.0001,400,-17.80559937,-17.65787003,75.44012148,75.45820919
12,4,0.0001,500,-17.80758454,-17.66025679,75.44808513,75.46786198
25,2,0.0001,500,-17.80888083,-17.66072698,75.4532853,75.46976356
11,4,0.0001,500,-17.80816972,-17.6608982,75.45043262,75.47045601
29,3,0.0001,400,-17.81091045,-17.66216352,75.46142728,75.47557337
26,1,0.0001,800,-17.81553735,-17.66770869,75.47998847,75.49799976
28,3,0.0001,400,-17.81616836,-17.66789158,75.48251981,75.49873944
27,3,0.0001,400,-17.81804896,-17.66942393,75.49006397,75.50493674
26,2,0.0001,500,-17.81862053,-17.67065552,75.49235686,75.50991767
18,2,0.0001,600,-17.82021531,-17.67239554,75.49875444,75.51695483
30,3,0.0001,400,-17.82156574,-17.67298342,75.50417181,75.5193324
20,4,0.0001,400,-17.82157973,-17.67324737,75.50422793,75.52039992
11,3,0.0001,600,-17.82067329,-17.67334826,75.50059167,75.52080795
10,7,0.0001,400,-17.82167449,-17.6739289,75.50460805,75.52315621
15,3,0.0001,500,-17.8221438,-17.67428117,75.50649076,75.52458092
15,5,0.0001,400,-17.82227583,-17.674313,75.50702038,75.52470962
40,7,0.0001,300,-17.82563575,-17.67566077,75.52049897,75.53016046
24,2,0.0001,500,-17.82577041,-17.67731317,75.52103916,75.53684325
10,2,0.0001,800,-17.82506645,-17.6776959,75.51821516,75.53839114
16,3,0.0001,500,-17.82864273,-17.68074912,75.5325617,75.55073929
13,2,0.0001,700,-17.82964222,-17.68221427,75.53657123,75.55666484
17,1,0.0001,1000,-17.83020003,-17.68272318,75.53880894,75.558723
39,7,0.0001,300,-17.83341524,-17.68314138,75.55170699,75.56041433
26,3,0.0001,400,-17.83179361,-17.68321149,75.5452017,75.56069788
16,5,0.0001,400,-17.83100711,-17.68327394,75.5420466,75.56095045
23,1,0.0001,800,-17.83265031,-17.68451804,75.54863844,75.56598196
29,1,0.0001,700,-17.8331844,-17.68506115,75.55078095,75.56817849
12,6,0.0001,400,-17.83318907,-17.68510001,75.55079968,75.56833565
38,7,0.0001,300,-17.83588298,-17.68582118,75.56160651,75.57125228
37,7,0.0001,300,-17.83751319,-17.68742599,75.56814626,75.57774264
36,7,0.0001,300,-17.84058189,-17.69064852,75.58045658,75.59077553
14,5,0.0001,400,-17.83970485,-17.69145312,75.57693824,75.59402959
33,7,0.0001,300,-17.84415627,-17.69420777,75.59479546,75.60517024
32,1,0.0001,700,-17.84259763,-17.69450516,75.58854288,75.606373
19,4,0.0001,400,-17.84380091,-17.69569117,75.59336993,75.61116959
40,6,0.0001,300,-17.84628695,-17.69616762,75.60334287,75.61309649
23,2,0.0001,500,-17.84514835,-17.69688037,75.59877527,75.6159791
10,4,0.0001,500,-17.8464217,-17.69870104,75.60388341,75.62334242
39,6,0.0001,300,-17.84950384,-17.6995124,75.61624765,75.62662381
18,4,0.0001,400,-17.8482783,-17.69999838,75.6113313,75.62858926
10,3,0.0001,600,-17.84767399,-17.70022938,75.6089071,75.62952352
18,1,0.0001,900,-17.84823748,-17.70038382,75.61116756,75.6301481
15,1,0.0001,1000,-17.8496296,-17.70146234,75.61675216,75.63450998
37,1,0.0001,600,-17.85064432,-17.70180798,75.62082278,75.63590785
35,7,0.0001,300,-17.8537801,-17.70384983,75.63340221,75.64416573
34,7,0.0001,300,-17.85405587,-17.70406992,75.6345085,75.64505583
16,2,0.0001,600,-17.85235542,-17.70449903,75.627687,75.64679131
39,1,0.0001,600,-17.85442622,-17.70561754,75.63599418,75.65131489
31,7,0.0001,300,-17.85556092,-17.70578162,75.6405461,75.65197847
38,2,0.0001,400,-17.85518016,-17.70593307,75.63901868,75.65259098
17,4,0.0001,400,-17.85470763,-17.70613427,75.63712307,75.65340471
12,2,0.0001,700,-17.85407054,-17.70626894,75.63456736,75.65394934
38,6,0.0001,300,-17.8577102,-17.70760088,75.64916813,75.65933613
37,5,0.0001,300,-17.85866133,-17.70845433,75.65298365,75.66278777
36,6,0.0001,300,-17.85876591,-17.70878685,75.65340319,75.66413258
29,7,0.0001,300,-17.85961756,-17.70974332,75.65681964,75.66800083
36,1,0.0001,600,-17.85881218,-17.71002603,75.6535888,75.66914419
25,3,0.0001,400,-17.8587558,-17.71011449,75.6533626,75.66950195
35,6,0.0001,300,-17.86058971,-17.71059754,75.66071948,75.67145557
32,7,0.0001,300,-17.86190555,-17.71199529,75.66599809,75.67710849
30,7,0.0001,300,-17.86215369,-17.71211946,75.66699354,75.67761067
13,5,0.0001,400,-17.86047062,-17.7121903,75.66024177,75.67789718
39,2,0.0001,400,-17.86167729,-17.71233442,75.6650824,75.67848006
24,1,0.0001,800,-17.86247924,-17.71425915,75.6682995,75.68626424
27,1,0.0001,700,-17.86239274,-17.71427196,75.66795248,75.68631606
35,2,0.0001,400,-17.86441476,-17.71533142,75.67606397,75.69060083
14,3,0.0001,500,-17.86623395,-17.71791057,75.68336182,75.70103173
19,1,0.0001,900,-17.86713208,-17.71847302,75.6869647,75.70330646
33,6,0.0001,300,-17.87015618,-17.72031262,75.69909615,75.71074636
37,6,0.0001,300,-17.87359955,-17.72349526,75.71290947,75.72361794
25,1,0.0001,700,-17.87298967,-17.72472909,75.7104629,75.72860795
12,5,0.0001,400,-17.87327558,-17.72496107,75.71160987,75.72954614
23,3,0.0001,400,-17.8745316,-17.72542125,75.71664848,75.73140724
37,2,0.0001,400,-17.8763058,-17.72716305,75.72376582,75.73845163
40,2,0.0001,400,-17.87709359,-17.72805941,75.72692607,75.74207679
25,7,0.0001,300,-17.87839296,-17.72835188,75.73213862,75.7432596
28,7,0.0001,300,-17.87894409,-17.72897987,75.73434952,75.74579942
17,2,0.0001,600,-17.8775101,-17.72941146,75.72859696,75.74754487
24,3,0.0001,400,-17.87846944,-17.72979259,75.73244542,75.74908629
13,3,0.0001,500,-17.87872339,-17.73024397,75.73346414,75.75091181
14,1,0.001,100,-17.87869278,-17.73232838,75.73334136,75.75934181
38,1,0.0001,600,-17.88109776,-17.73246033,75.74298913,75.75987544
31,6,0.0001,300,-17.88260136,-17.73252674,75.74902094,75.76014406
40,5,0.0001,300,-17.88305451,-17.73258222,75.75083879,75.76036841
36,2,0.0001,400,-17.88204348,-17.73281892,75.74678294,75.76132572
16,4,0.0001,400,-17.88171693,-17.73341479,75.74547297,75.7637356
27,7,0.0001,300,-17.8847925,-17.73516538,75.75781086,75.77081554
26,7,0.0001,300,-17.88689452,-17.73720486,75.7662433,75.77906381
16,1,0.0001,900,-17.88566356,-17.73723572,75.76130519,75.77918863
30,6,0.0001,300,-17.88763288,-17.73770971,75.76920528,75.78110559
23,7,0.0001,300,-17.88793686,-17.73814751,75.77042469,75.7828762
32,6,0.0001,300,-17.88843741,-17.73834749,75.7724327,75.78368495
34,2,0.0001,400,-17.88874001,-17.73938266,75.77364661,75.78787151
39,5,0.0001,300,-17.8904781,-17.74040026,75.7806191,75.791987
22,3,0.0001,400,-17.89003104,-17.74100723,75.77882566,75.79444176
34,6,0.0001,300,-17.89165974,-17.74137225,75.78535932,75.79591801
28,1,0.0001,700,-17.89086824,-17.74203064,75.78218419,75.79858076
11,6,0.0001,400,-17.8907363,-17.74235869,75.78165486,75.79990751
38,5,0.0001,300,-17.89360268,-17.74336121,75.79315358,75.803962
35,5,0.0001,300,-17.89389549,-17.74372217,75.79432821,75.80542182
40,4,0.0001,300,-17.89604828,-17.74563034,75.80296432,75.81313905
29,6,0.0001,300,-17.89577661,-17.74576988,75.80187448,75.8137034
22,2,0.0001,500,-17.89477128,-17.74628262,75.79784151,75.81577711
24,7,0.0001,300,-17.89673615,-17.74713456,75.80572373,75.8192226
22,1,0.0001,800,-17.89731275,-17.74876256,75.80803681,75.82580672
10,6,0.0001,400,-17.89750676,-17.74903449,75.8088151,75.82690651
14,2,0.0001,600,-17.89948237,-17.75085081,75.81674042,75.83425226
33,2,0.0001,400,-17.90008449,-17.75087881,75.81915588,75.8343655
26,6,0.0001,300,-17.90077352,-17.75090455,75.82191997,75.8344696
35,1,0.0001,600,-17.90116033,-17.75230598,75.82347168,75.84013742
22,7,0.0001,300,-17.90231063,-17.75269674,75.8280862,75.84171779
28,6,0.0001,300,-17.90282285,-17.75285934,75.830141,75.84237538
14,1,0.0001,1000,-17.90162412,-17.75312365,75.82533221,75.84344435
21,2,0.0001,500,-17.90241401,-17.75371337,75.82850093,75.84582933
21,1,0.0001,800,-17.90318769,-17.75405249,75.8316046,75.84720086
34,5,0.0001,300,-17.90430186,-17.75417046,75.83607417,75.84767795
33,5,0.0001,300,-17.90639459,-17.75594976,75.84446931,75.85487399
36,5,0.0001,300,-17.90852238,-17.7585583,75.85300511,75.86542374
15,2,0.0001,600,-17.90816315,-17.75960085,75.85156406,75.86964014
31,5,0.0001,300,-17.91132796,-17.76120392,75.86425993,75.87612347
11,2,0.0001,700,-17.91090148,-17.76231165,75.86254907,75.88060347
27,6,0.0001,300,-17.91327818,-17.76324821,75.87208339,75.88439118
32,5,0.0001,300,-17.91733704,-17.76722202,75.88836581,75.9004625
20,1,0.0001,800,-17.91721318,-17.76850612,75.88786894,75.9056558
17,1,0.0001,900,-17.91733515,-17.76883908,75.88835823,75.90700239
39,4,0.0001,300,-17.92029528,-17.76994202,75.90023302,75.91146302
21,3,0.0001,400,-17.92064123,-17.77138632,75.90162085,75.91730425
15,4,0.0001,400,-17.92243325,-17.77369871,75.90880966,75.92665624
21,7,0.0001,300,-17.92391537,-17.77416034,75.9147553,75.92852321
34,1,0.0001,600,-17.92582876,-17.77665205,75.92243102,75.93860049
24,6,0.0001,300,-17.92753501,-17.77773486,75.92927575,75.94297968
18,1,0.0001,800,-17.92708943,-17.77835294,75.92748827,75.94547939
26,1,0.0001,700,-17.92772594,-17.77859176,75.93004168,75.94644528
30,2,0.0001,400,-17.92948466,-17.78009712,75.93709693,75.95253341
10,5,0.0001,400,-17.92894735,-17.78014138,75.93494148,75.95271242
20,7,0.0001,300,-17.92985048,-17.78033732,75.93856446,75.95350485
37,4,0.0001,300,-17.93095235,-17.78069369,75.94298467,75.95494611
38,4,0.0001,300,-17.93101327,-17.78083102,75.94322906,75.95550153
25,6,0.0001,300,-17.93148839,-17.78155023,75.94513506,75.95841025
20,2,0.0001,500,-17.93054536,-17.78172308,75.94135201,75.95910931
20,3,0.0001,400,-17.93207744,-17.78245761,75.94749808,75.96207995
28,5,0.0001,300,-17.93322995,-17.78319767,75.95212144,75.965073
36,4,0.0001,300,-17.9347074,-17.78424135,75.95804835,75.96929394
29,5,0.0001,300,-17.93647947,-17.78637097,75.96515715,75.97790679
13,1,0.001,100,-17.93580003,-17.78683037,75.96243155,75.97976477
19,7,0.0001,300,-17.93668098,-17.78698589,75.96596553,75.98039374
15,1,0.0001,900,-17.93618639,-17.78705229,75.96398143,75.98066226
31,2,0.0001,400,-17.93686099,-17.78716893,75.96668765,75.98113401
31,1,0.0001,600,-17.93739235,-17.7879825,75.96881925,75.98442432
19,2,0.0001,500,-17.93751679,-17.78803266,75.96931846,75.9846272
10,2,0.0001,700,-17.93721362,-17.78834272,75.96810227,75.98588116
18,7,0.0001,300,-17.93837986,-17.7887559,75.9727807,75.98755221
19,3,0.0001,400,-17.93964711,-17.79008194,75.9778644,75.99291511
27,5,0.0001,300,-17.94101252,-17.79104719,75.98334183,75.99681888
14,4,0.0001,400,-17.94067343,-17.79169,75.98198155,75.99941863
33,1,0.0001,600,-17.94147156,-17.79205881,75.98518332,76.0009102
32,4,0.0001,300,-17.9429714,-17.79260607,75.99120005,76.00312348
12,3,0.0001,500,-17.94228467,-17.79349993,75.98844516,76.00673851
30,5,0.0001,300,-17.94362247,-17.79362908,75.99381184,76.00726085
33,4,0.0001,300,-17.94524919,-17.79527883,76.00033756,76.01393295
11,5,0.0001,400,-17.94403811,-17.79531277,75.99547925,76.0140702
35,4,0.0001,300,-17.94693413,-17.79636155,76.00709682,76.01831182
40,1,0.0001,500,-17.94903913,-17.79912659,76.01554119,76.02949446
17,7,0.0001,300,-17.94894827,-17.79922896,76.01517674,76.02990848
23,1,0.0001,700,-17.94920624,-17.79972354,76.01621158,76.03190871
19,6,0.0001,300,-17.95093697,-17.80089423,76.02315453,76.03664335
12,1,0.001,100,-17.94982227,-17.80129682,76.01868282,76.03827157
19,1,0.0001,800,-17.95204899,-17.80241434,76.02761549,76.04279117
34,4,0.0001,300,-17.95314975,-17.80304933,76.03203128,76.04535927
22,6,0.0001,300,-17.95371641,-17.80359835,76.03430447,76.04757966
29,2,0.0001,400,-17.9549549,-17.80531577,76.03927276,76.05452546
29,4,0.0001,300,-17.95544545,-17.80535968,76.04124067,76.05470303
29,1,0.0001,600,-17.9585995,-17.80914091,76.05389339,76.0699955
23,6,0.0001,300,-17.95937401,-17.80948135,76.05700036,76.07137235
26,5,0.0001,300,-17.95956052,-17.80964833,76.05774856,76.07204765
32,2,0.0001,400,-17.95967298,-17.80972085,76.05819972,76.07234095
21,6,0.0001,300,-17.96066163,-17.81067046,76.06216577,76.07618147
15,7,0.0001,300,-17.96103992,-17.8112116,76.06368331,76.07837
30,4,0.0001,300,-17.96306361,-17.81263012,76.0718015,76.08410693
13,1,0.0001,1000,-17.96223855,-17.81312285,76.0684917,76.08609971
13,4,0.0001,400,-17.96264217,-17.81320626,76.07011084,76.08643705
25,5,0.0001,300,-17.96338454,-17.81345381,76.07308894,76.0874382
20,6,0.0001,300,-17.96361939,-17.81363939,76.07403107,76.08818874
24,5,0.0001,300,-17.96423524,-17.81419014,76.07650158,76.09041616
16,7,0.0001,300,-17.96480266,-17.81473732,76.07877781,76.09262909
24,1,0.0001,700,-17.96549505,-17.8161756,76.08155539,76.09844595
13,2,0.0001,600,-17.96522526,-17.81643995,76.08047312,76.09951508
31,4,0.0001,300,-17.9696423,-17.81911719,76.09819241,76.11034268
18,6,0.0001,300,-17.97069079,-17.82057693,76.10239851,76.1162463
12,2,0.0001,600,-17.970737,-17.82140784,76.10258388,76.11960674
23,5,0.0001,300,-17.97335743,-17.82320197,76.11309595,76.12686277
28,2,0.0001,400,-17.97526917,-17.8252661,76.12076503,76.13521074
15,1,0.001,100,-17.97585826,-17.82688953,76.12312821,76.1417764
30,1,0.0001,600,-17.97663684,-17.82693882,76.12625155,76.14197578
18,3,0.0001,400,-17.97714901,-17.82745432,76.12830616,76.14406059
38,3,0.0001,300,-17.97982882,-17.82920593,76.13905645,76.15114467
