0.0001,0.9537329122905955,0.9537355385562231,0.16643493230046016,0.9701852566576611,0.1606425702811245,0.9730668983492615
0.001,0.9562461000038851,0.955870877576321,0.18092407457443935,0.9691238903898108,0.16992869063874982,0.9730668983492615
1e-05,0.9490181771835361,0.9479354279783145,0.12991252454668334,0.983018139714396,0.1264945804000447,0.9834926151172894
0.01,0.9563721500726303,0.9549601869959246,0.1808705984013826,0.9694133539174065,0.1640807962529274,0.9739357080799305
0.1,0.9564858484237251,0.9544780922059033,0.18218755668420097,0.9691238903898108,0.1655080609377311,0.9721980886185926
1000,0.9574649467361993,0.9558009739048074,0.1811216230799669,0.9716325742956388,0.1642052931715163,0.9756733275412685
10,0.9576556027714521,0.9560363656078104,0.18357928531037376,0.9710536472404477,0.16521994997793144,0.9756733275412685
1,0.957042220450563,0.9556805268987779,0.1803390316453428,0.9710536472404477,0.16198299466781957,0.9765421372719374
100,0.9576828655965722,0.9548256774513515,0.18178864723400415,0.9718255499807025,0.16350641773628938,0.9739357080799305
100000,0.9576822771219762,0.9554814114811454,0.18226574236637766,0.9716325742956388,0.16634515506751743,0.9739357080799305
10000,0.957407758950423,0.9558765843959794,0.18225610749923032,0.9710536472404477,0.16629613161405069,0.9748045178105995
